Title,Platforms,Publisher,Genre,Total_Sales,USA_Sales,EUR_Sales,Japan_Sales,Rating,Year
The Legend of Zelda: Majora's Mask 3D    Read the review,3DS,Nintendo,Action-Adventure,2.5,1.2,0.64,0.48,3.4,2015
Batman: Arkham Origins    Read the review,PS3,Warner Bros. Interactive Entertainment,Action-Adventure,2.4,1.08,0.88,0.04,3.2,2013
The Legend of Zelda: The Wind Waker    Read the review,WiiU,Nintendo,Action-Adventure,2.1,1.04,0.73,0.15,2.1,2013
Batman: Arkham Origins,X360,Warner Bros. Interactive Entertainment,Action-Adventure,1.9,1.15,0.58,0,2.4,2013
Shadow of the Tomb Raider,PS4,Square Enix,Action-Adventure,1.7,0.59,0.82,0.06,3,2018
The Legend of Zelda: Breath of the Wild,WiiU,Nintendo,Action-Adventure,1.3,0.66,0.42,0.15,3.2,2017
Lego Star Wars: The Force Awakens,PS4,Warner Bros. Interactive Entertainment,Action-Adventure,1.3,0.3,0.78,0.02,3.4,2016
Watch Dogs,X360,Ubisoft,Action-Adventure,1.3,0.73,0.44,0.01,3.3,2014
Shadow of the Colossus    Read the review,PS4,Sony Interactive Entertainment,Action-Adventure,1.2,0.44,0.52,0.05,2.6,2018
Tom Clancy's Splinter Cell: Blacklist,PS3,Ubisoft,Action-Adventure,1,0.34,0.44,0.06,3.5,2013
Sleeping Dogs    Read the review,X360,Square Enix,Action-Adventure,0.9,0.38,0.4,0.01,3.5,2012
The LEGO Movie Videogame,3DS,Warner Bros. Interactive Entertainment,Action-Adventure,0.7,0.28,0.33,0.05,2.8,2014
The LEGO Movie Videogame,PS4,Warner Bros. Interactive Entertainment,Action-Adventure,0.7,0.26,0.32,0.01,2.6,2014
Gravity Rush    Read the review,PSV,Sony Computer Entertainment,Action-Adventure,0.6,0.21,0.2,0.09,3.7,2012
The Amazing Spider-Man 2 (2014),PS4,Activision,Action-Adventure,0.6,0.2,0.26,0.02,2.9,2014
Just Cause 4,PS4,Square Enix,Action-Adventure,0.6,0.18,0.26,0.03,2.3,2018
The Legend of Zelda: Ocarina of Time,N64,Nintendo,Adventure,7.6,4.1,1.89,1.45,9.8,1998
The Legend of Zelda,NES,Nintendo,Adventure,6.5,3.74,0.93,1.69,6.3,1987
Tomb Raider II,PS,Eidos Interactive,Adventure,5.2,2.3,2.46,0.2,5.5,1997
The Legend of Zelda: Phantom Hourglass    Read the review,DS,Nintendo,Adventure,5.1,1.85,1.8,0.95,5,2007
The Legend of Zelda: The Wind Waker,GC,Nintendo,Adventure,4.6,2.6,0.99,0.89,4.6,2003
The Legend of Zelda: Skyward Sword    Read the review,Wii,Nintendo,Adventure,4,2.03,1.18,0.37,3.2,2011
The Legend of Zelda: Link's Awakening,GB,Nintendo,Adventure,3.8,2.21,0.96,0.54,3.5,1993
The Legend of Zelda: A Link Between Worlds    Read the review,3DS,Nintendo,Adventure,3.6,1.53,1.31,0.47,2.2,2013
Professor Layton and the Unwound Future    Read the review,DS,Nintendo,Adventure,3.3,0.61,1.58,0.82,2,2010
Heavy Rain    Read the review,PS3,Sony Computer Entertainment,Adventure,3.1,1.29,1.24,0.06,2.3,2010
Metroid,NES,Nintendo,Adventure,2.7,1.33,0.31,1.04,3.3,1987
Professor Layton and the Last Specter    Read the review,DS,Nintendo,Adventure,2.7,0.28,1.41,0.68,3.3,2011
Grand Theft Auto: Episodes from Liberty City,X360,Rockstar Games,Adventure,2.6,1.08,1.22,0.03,3.8,2009
Rise of the Tomb Raider,PS4,Square Enix,Adventure,2.1,0.61,1.08,0.05,2.5,2016
Harry Potter and the Chamber of Secrets,GBA,Electronic Arts,Adventure,2,1.21,0.64,0.05,3.3,2002
Until Dawn,PS4,Sony Computer Entertainment,Adventure,1.9,0.62,0.92,0.06,3.7,2015
The Legend of Zelda: Oracle of Seasons,GBC,Nintendo,Adventure,1.9,0.87,0.52,0.41,2.3,2001
Star Wars Episode I: The Phantom Menace,PS,LucasArts,Adventure,1.7,0.72,0.89,0.04,2.2,1999
Metroid Fusion,GBA,Nintendo,Adventure,1.7,1.18,0.27,0.17,3.1,2002
Silent Hill,PS,Konami,Adventure,1.6,0.71,0.48,0.3,2.3,1999
The Legend of Zelda: Twilight Princess,GC,Nintendo,Adventure,1.6,1.15,0.36,0.04,2.1,2006
Detroit: Become Human    Read the review,PS4,Sony Interactive Entertainment,Adventure,1.6,0.55,0.67,0.12,3.6,2018
Assassin's Creed III: Liberation    Read the review,PSV,Ubisoft,Adventure,1.5,0.53,0.57,0.06,2.2,2012
The Legend of Zelda: The Minish Cap,GBA,Nintendo,Adventure,1.4,0.89,0.22,0.22,3.3,2005
The ICO & Shadow of the Colossus Collection    Read the review,PS3,Sony Computer Entertainment,Adventure,1.3,0.67,0.36,0.13,3,2011
Tomb Raider: Underworld,PS3,Eidos Interactive,Adventure,1.3,0.45,0.55,0.05,3.9,2008
Parfait: Chocolat Second Style,PS2,Alchemist,Adventure,1.2,0.59,0.46,0.01,3.2,2006
Shenmue,DC,Sega,Adventure,1.2,0.52,0.24,0.38,2.9,2000
Shadow of the Colossus    Read the review,PS2,Sony Computer Entertainment,Adventure,1.1,0.78,0.03,0.2,3.6,2005
Yakuza 2,PS2,Sega,Adventure,1.1,0.05,0.04,0.84,3.3,2008
Grand Theft Auto: Chinatown Wars,PSP,Rockstar Games,Adventure,1.1,0.28,0.5,0.03,3.5,2009
MySims Agents,DS,Electronic Arts,Adventure,1.1,0.54,0.42,0,2.2,2009
Endless Ocean    Read the review,Wii,Nintendo,Adventure,1.1,0.43,0.46,0.09,3.3,2008
Disney Fairies: Tinker Bell and the Lost Treasure,DS,Disney Interactive Studios,Adventure,1,0.57,0.35,0.02,2.8,2009
Apollo Justice: Ace Attorney    Read the review,DS,Capcom,Adventure,1,0.28,0.05,0.64,2.7,2008
Yakuza 4    Read the review,PS3,Sega,Adventure,1,0.15,0.13,0.63,3,2011
Phoenix Wright: Ace Attorney    Read the review,DS,Capcom,Adventure,0.9,0.44,0.05,0.39,2.1,2005
Classic NES Series: The Legend of Zelda,GBA,Nintendo,Adventure,0.9,0.46,0.17,0.24,2,2004
Mega Man Legends,PS,Capcom,Adventure,0.8,0.39,0.26,0.12,2.8,1998
The Walking Dead: A Telltale Games Series,PS3,Telltale Games,Adventure,0.8,0.4,0.25,0.03,3.7,2012
Yakuza,PS2,Sega,Adventure,0.8,0.03,0.02,0.74,2.1,2006
Ace Attorney Investigations: Miles Edgeworth    Read the review,DS,Capcom,Adventure,0.7,0.23,0.14,0.3,3.2,2010
Classic NES Series: Zelda II: The Adventure of Link,GBA,Nintendo,Adventure,0.7,0.37,0.14,0.17,2.9,2004
Yakuza 6: The Song of Life,PS4,Sega,Adventure,0.7,0.16,0.1,0.38,2.2,2018
Yakuza Zero,PS4,Sega,Adventure,0.6,0.22,0.16,0.19,3.6,2017
Okami,PS2,Capcom,Adventure,0.6,0.11,0.03,0.15,2.8,2006
Silent Hill: Shattered Memories,PS2,Konami,Adventure,0.6,0.13,0.22,0.01,3.9,2010
Alice: Madness Returns,PS3,Electronic Arts,Adventure,0.6,0.22,0.24,0.04,3,2011
Hotel Dusk: Room 215,DS,Nintendo,Adventure,0.5,0.26,0.04,0.22,4,2007
Clock Tower,PS,ASCII Entertainment,Adventure,0.5,0.07,0.05,0.38,3.4,1997
The Legend of Zelda: Ocarina of Time,N64,Nintendo,Adventure,7.6,4.1,1.89,1.45,3.5,1998
The Legend of Zelda,NES,Nintendo,Adventure,6.5,3.74,0.93,1.69,6.8,1987
Tomb Raider II,PS,Eidos Interactive,Adventure,5.2,2.3,2.46,0.2,4.8,1997
The Legend of Zelda: Phantom Hourglass    Read the review,DS,Nintendo,Adventure,5.1,1.85,1.8,0.95,4.3,2007
The Legend of Zelda: The Wind Waker,GC,Nintendo,Adventure,4.6,2.6,0.99,0.89,4.2,2003
The Legend of Zelda: Skyward Sword    Read the review,Wii,Nintendo,Adventure,4,2.03,1.18,0.37,2.9,2011
The Legend of Zelda: Link's Awakening,GB,Nintendo,Adventure,3.8,2.21,0.96,0.54,3.1,1993
The Legend of Zelda: A Link Between Worlds    Read the review,3DS,Nintendo,Adventure,3.6,1.53,1.31,0.47,3.1,2013
Professor Layton and the Unwound Future    Read the review,DS,Nintendo,Adventure,3.3,0.61,1.58,0.82,4,2010
Heavy Rain    Read the review,PS3,Sony Computer Entertainment,Adventure,3.1,1.29,1.24,0.06,3.4,2010
Metroid,NES,Nintendo,Adventure,2.7,1.33,0.31,1.04,2.5,1987
Professor Layton and the Last Specter    Read the review,DS,Nintendo,Adventure,2.7,0.28,1.41,0.68,3.4,2011
Grand Theft Auto: Episodes from Liberty City,X360,Rockstar Games,Adventure,2.6,1.08,1.22,0.03,2.4,2009
Rise of the Tomb Raider,PS4,Square Enix,Adventure,2.1,0.61,1.08,0.05,2.7,2016
Harry Potter and the Chamber of Secrets,GBA,Electronic Arts,Adventure,2,1.21,0.64,0.05,3.2,2002
Until Dawn,PS4,Sony Computer Entertainment,Adventure,1.9,0.62,0.92,0.06,3.4,2015
The Legend of Zelda: Oracle of Seasons,GBC,Nintendo,Adventure,1.9,0.87,0.52,0.41,3.5,2001
Star Wars Episode I: The Phantom Menace,PS,LucasArts,Adventure,1.7,0.72,0.89,0.04,3,1999
Metroid Fusion,GBA,Nintendo,Adventure,1.7,1.18,0.27,0.17,3.4,2002
Silent Hill,PS,Konami,Adventure,1.6,0.71,0.48,0.3,2,1999
The Legend of Zelda: Twilight Princess,GC,Nintendo,Adventure,1.6,1.15,0.36,0.04,2.5,2006
Detroit: Become Human    Read the review,PS4,Sony Interactive Entertainment,Adventure,1.6,0.55,0.67,0.12,3.2,2018
Assassin's Creed III: Liberation    Read the review,PSV,Ubisoft,Adventure,1.5,0.53,0.57,0.06,2.3,2012
The Legend of Zelda: The Minish Cap,GBA,Nintendo,Adventure,1.4,0.89,0.22,0.22,2.5,2005
The ICO & Shadow of the Colossus Collection    Read the review,PS3,Sony Computer Entertainment,Adventure,1.3,0.67,0.36,0.13,2.2,2011
Tomb Raider: Underworld,PS3,Eidos Interactive,Adventure,1.3,0.45,0.55,0.05,2.6,2008
Parfait: Chocolat Second Style,PS2,Alchemist,Adventure,1.2,0.59,0.46,0.01,3.1,2006
Shenmue,DC,Sega,Adventure,1.2,0.52,0.24,0.38,3.7,2000
Shadow of the Colossus    Read the review,PS2,Sony Computer Entertainment,Adventure,1.1,0.78,0.03,0.2,3.2,2005
Yakuza 2,PS2,Sega,Adventure,1.1,0.05,0.04,0.84,3.8,2008
Grand Theft Auto: Chinatown Wars,PSP,Rockstar Games,Adventure,1.1,0.28,0.5,0.03,2.9,2009
MySims Agents,DS,Electronic Arts,Adventure,1.1,0.54,0.42,0,3.2,2009
Endless Ocean    Read the review,Wii,Nintendo,Adventure,1.1,0.43,0.46,0.09,2.2,2008
Disney Fairies: Tinker Bell and the Lost Treasure,DS,Disney Interactive Studios,Adventure,1,0.57,0.35,0.02,3,2009
Apollo Justice: Ace Attorney    Read the review,DS,Capcom,Adventure,1,0.28,0.05,0.64,2.8,2008
Yakuza 4    Read the review,PS3,Sega,Adventure,1,0.15,0.13,0.63,2.2,2011
Phoenix Wright: Ace Attorney    Read the review,DS,Capcom,Adventure,0.9,0.44,0.05,0.39,3.3,2005
Classic NES Series: The Legend of Zelda,GBA,Nintendo,Adventure,0.9,0.46,0.17,0.24,3.5,2004
Mega Man Legends,PS,Capcom,Adventure,0.8,0.39,0.26,0.12,3,1998
The Walking Dead: A Telltale Games Series,PS3,Telltale Games,Adventure,0.8,0.4,0.25,0.03,2.3,2012
Yakuza,PS2,Sega,Adventure,0.8,0.03,0.02,0.74,2.2,2006
Ace Attorney Investigations: Miles Edgeworth    Read the review,DS,Capcom,Adventure,0.7,0.23,0.14,0.3,3,2010
Classic NES Series: Zelda II: The Adventure of Link,GBA,Nintendo,Adventure,0.7,0.37,0.14,0.17,2,2004
Yakuza 6: The Song of Life,PS4,Sega,Adventure,0.7,0.16,0.1,0.38,2.2,2018
Yakuza Zero,PS4,Sega,Adventure,0.6,0.22,0.16,0.19,2.5,2017
Okami,PS2,Capcom,Adventure,0.6,0.11,0.03,0.15,2.1,2006
Silent Hill: Shattered Memories,PS2,Konami,Adventure,0.6,0.13,0.22,0.01,3.1,2010
Alice: Madness Returns,PS3,Electronic Arts,Adventure,0.6,0.22,0.24,0.04,2.1,2011
Hotel Dusk: Room 215,DS,Nintendo,Adventure,0.5,0.26,0.04,0.22,2.2,2007
Clock Tower,PS,ASCII Entertainment,Adventure,0.5,0.07,0.05,0.38,3,1997
Phoenix Wright: Ace Attorney - Justice for All,DS,Capcom,Adventure,0.5,0.21,0.04,0.26,3.3,2007
Rooms: The Main Building,DS,Hudson Soft,Adventure,0.5,0.1,0.35,0.01,2.1,2010
Super Smash Bros. Brawl    Read the review,Wii,Nintendo,Fighting,12.9,6.64,2.57,2.67,8.1,2008
Super Smash Bros. for 3DS    Read the review,3DS,Nintendo,Fighting,8.3,3.73,1.5,2.55,8.6,2014
Super Smash Bros. Melee,GC,Nintendo,Fighting,7.1,4.41,1.04,1.39,6.2,2001
Tekken 2,PS,Namco,Fighting,5.7,2.26,1.89,1.36,6.4,1996
Super Smash Bros. for Wii U,WiiU,Nintendo,Fighting,5.1,2.68,1.15,0.85,3.9,2014
Street Fighter II Turbo,SNES,Capcom,Fighting,4.1,1.42,0.51,2.1,4.3,1993
Tekken 5,PS2,Namco,Fighting,3.9,0.93,1.94,0.31,2.4,2005
Killer Instinct,SNES,Nintendo,Fighting,3.2,2.26,0.72,0.12,3.9,1995
Dragon Ball Z: Budokai,PS2,Atari,Fighting,3.1,2.17,0.28,0.55,3.2,2002
Dragon Ball Z: Budokai Tenkaichi 3,PS2,Atari,Fighting,3,1.15,0,0.76,2.9,2007
Street Fighter IV    Read the review,X360,Capcom,Fighting,3,1.83,0.7,0.15,3.8,2009
WWE SmackDown! Here Comes the Pain,PS2,THQ,Fighting,2.8,1.32,1.06,0.04,2.6,2003
Tekken: Dark Resurrection    Read the review,PSP,Namco Bandai,Fighting,2.6,0.76,1.1,0.12,2.1,2006
Pro Wrestling,NES,Nintendo,Fighting,2.4,0.77,0.18,1.42,3.8,1987
WCW/nWo Revenge,N64,THQ,Fighting,2.4,1.94,0.39,0.03,2.8,1998
Dissidia: Final Fantasy    Read the review,PSP,Square Enix,Fighting,2.2,0.51,0.51,0.91,3.5,2009
UFC 2009 Undisputed,X360,THQ,Fighting,2.1,1.48,0.39,0,3,2009
Virtua Fighter 4,PS2,Sega,Fighting,1.8,0.78,0.44,0.56,2.3,2002
UFC 2009 Undisputed,PS3,THQ,Fighting,1.8,1.07,0.45,0.01,2.1,2009
Tekken 7    Read the review,PS4,Namco Bandai Games,Fighting,1.7,0.6,0.72,0.12,3.4,2017
WCW/NWO Thunder,PS,THQ,Fighting,1.7,1.1,0.48,0.04,3.6,1998
Street Fighter II': Special Champion Edition,GEN,Capcom,Fighting,1.7,1,0.3,0.31,3.7,1993
Soul Blade,PS,Namco,Fighting,1.6,0.61,0.41,0.46,3.8,1997
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Namco Bandai Games,Fighting,1.5,0.71,0.47,0.12,2.3,2016
WWF No Mercy,N64,THQ,Fighting,1.5,1.2,0.27,0.02,2.1,2000
SoulCalibur IV,PS3,Namco Bandai,Fighting,1.5,0.72,0.4,0.14,3.2,2008
Dragon Ball FighterZ    Read the review,PS4,Namco Bandai Games,Fighting,1.5,0.61,0.51,0.12,2.6,2018
UFC Undisputed 2010    Read the review,PS3,THQ,Fighting,1.4,0.8,0.4,0.02,3.7,2010
Street Fighter V    Read the review,PS4,Capcom,Fighting,1.4,0.64,0.42,0.12,3.5,2016
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,Capcom,Fighting,1.4,0.81,0.28,0.11,3,2011
WWE SmackDown vs Raw 2008,PS3,THQ,Fighting,1.3,0.62,0.5,0.01,3.7,2007
Tekken 6,X360,Namco Bandai,Fighting,1.3,0.71,0.41,0.05,3.1,2009
WWE '12    Read the review,X360,THQ,Fighting,1.3,0.74,0.4,0,3.8,2011
Super Street Fighter IV: 3D Edition    Read the review,3DS,Capcom,Fighting,1.2,0.55,0.45,0.14,2.2,2011
Naruto Shippuden: Ultimate Ninja Storm 2    Read the review,PS3,Namco Bandai,Fighting,1.2,0.42,0.47,0.15,3.1,2010
WWE SmackDown vs. Raw 2010,PS3,THQ,Fighting,1.2,0.48,0.48,0.01,3.7,2009
WWE SmackDown vs. Raw 2011,PS3,THQ,Fighting,1.1,0.44,0.46,0.01,2.8,2010
Virtua Fighter,SAT,Sega,Fighting,1.1,0.17,0.12,0.77,3,1995
SoulCalibur III,PS2,Namco,Fighting,1.1,0.74,0.15,0.13,2.9,2005
Naruto: Clash of Ninja 2,GC,D3 Publisher,Fighting,1,0.44,0.12,0.45,3.1,2006
Dragon Ball Z: Budokai Tenkaichi 3,Wii,Atari,Fighting,1,0.32,0.36,0.26,2.7,2007
Dead or Alive 2,PS2,Tecmo,Fighting,1,0.3,0.24,0.38,3,2000
SoulCalibur II,XB,Namco,Fighting,1,0.78,0.18,0.03,3.6,2003
WWE SmackDown vs. Raw 2009,PS3,THQ,Fighting,0.9,0.51,0.3,0.01,2.9,2008
Super Street Fighter IV,X360,Capcom,Fighting,0.9,0.53,0.21,0.07,3,2010
Tekken Tag Tournament 2    Read the review,PS3,Namco Bandai Games,Fighting,0.9,0.28,0.33,0.13,2.7,2012
Dragon Ball Z: Burst Limit,PS3,Atari,Fighting,0.8,0.22,0.34,0.18,2.8,2008
Street Fighter X Tekken,PS3,Capcom,Fighting,0.8,0.42,0.22,0.1,3.9,2012
Dragon Ball: Raging Blast 2    Read the review,PS3,Namco Bandai,Fighting,0.8,0.43,0.19,0.11,2.7,2010
Naruto Shippuden: Ultimate Ninja Storm 2,X360,Namco Bandai,Fighting,0.8,0.43,0.27,0.01,3.5,2010
Dragon Ball: Raging Blast,PS3,Namco Bandai,Fighting,0.8,0.37,0.19,0.11,2.2,2009
SoulCalibur V    Read the review,PS3,Namco Bandai,Fighting,0.8,0.35,0.24,0.07,3,2012
Marvel vs. Capcom 2,PS2,Capcom,Fighting,0.8,0.31,0.24,0.13,3.7,2002
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,Capcom,Fighting,0.8,0.22,0.17,0.3,3.6,2001
SoulCalibur VI    Read the review,PS4,Bandai Namco Games,Fighting,0.7,0.44,0.11,0.04,3.3,2018
Super Smash Bros. Brawl    Read the review,Wii,Nintendo,Fighting,12.9,6.64,2.57,2.67,2.5,2008
Super Smash Bros. for 3DS    Read the review,3DS,Nintendo,Fighting,8.3,3.73,1.5,2.55,8.9,2014
Super Smash Bros. Melee,GC,Nintendo,Fighting,7.1,4.41,1.04,1.39,7.5,2001
Tekken 2,PS,Namco,Fighting,5.7,2.26,1.89,1.36,5.7,1996
Super Smash Bros. for Wii U,WiiU,Nintendo,Fighting,5.1,2.68,1.15,0.85,4,2014
Street Fighter II Turbo,SNES,Capcom,Fighting,4.1,1.42,0.51,2.1,4.9,1993
Tekken 5,PS2,Namco,Fighting,3.9,0.93,1.94,0.31,2.5,2005
Killer Instinct,SNES,Nintendo,Fighting,3.2,2.26,0.72,0.12,3.6,1995
Dragon Ball Z: Budokai,PS2,Atari,Fighting,3.1,2.17,0.28,0.55,3.5,2002
Dragon Ball Z: Budokai Tenkaichi 3,PS2,Atari,Fighting,3,1.15,0,0.76,3,2007
Street Fighter IV    Read the review,X360,Capcom,Fighting,3,1.83,0.7,0.15,2.3,2009
WWE SmackDown! Here Comes the Pain,PS2,THQ,Fighting,2.8,1.32,1.06,0.04,3.4,2003
Tekken: Dark Resurrection    Read the review,PSP,Namco Bandai,Fighting,2.6,0.76,1.1,0.12,4,2006
Pro Wrestling,NES,Nintendo,Fighting,2.4,0.77,0.18,1.42,2.6,1987
WCW/nWo Revenge,N64,THQ,Fighting,2.4,1.94,0.39,0.03,2.1,1998
Dissidia: Final Fantasy    Read the review,PSP,Square Enix,Fighting,2.2,0.51,0.51,0.91,3.7,2009
UFC 2009 Undisputed,X360,THQ,Fighting,2.1,1.48,0.39,0,2.6,2009
Virtua Fighter 4,PS2,Sega,Fighting,1.8,0.78,0.44,0.56,3.7,2002
UFC 2009 Undisputed,PS3,THQ,Fighting,1.8,1.07,0.45,0.01,2,2009
Tekken 7    Read the review,PS4,Namco Bandai Games,Fighting,1.7,0.6,0.72,0.12,2.6,2017
WCW/NWO Thunder,PS,THQ,Fighting,1.7,1.1,0.48,0.04,2.2,1998
Street Fighter II': Special Champion Edition,GEN,Capcom,Fighting,1.7,1,0.3,0.31,3.9,1993
Soul Blade,PS,Namco,Fighting,1.6,0.61,0.41,0.46,3.3,1997
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Namco Bandai Games,Fighting,1.5,0.71,0.47,0.12,3.1,2016
WWF No Mercy,N64,THQ,Fighting,1.5,1.2,0.27,0.02,2.3,2000
SoulCalibur IV,PS3,Namco Bandai,Fighting,1.5,0.72,0.4,0.14,2.5,2008
Dragon Ball FighterZ    Read the review,PS4,Namco Bandai Games,Fighting,1.5,0.61,0.51,0.12,2.5,2018
UFC Undisputed 2010    Read the review,PS3,THQ,Fighting,1.4,0.8,0.4,0.02,2.7,2010
Street Fighter V    Read the review,PS4,Capcom,Fighting,1.4,0.64,0.42,0.12,2.8,2016
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,Capcom,Fighting,1.4,0.81,0.28,0.11,3.2,2011
WWE SmackDown vs Raw 2008,PS3,THQ,Fighting,1.3,0.62,0.5,0.01,3.8,2007
Tekken 6,X360,Namco Bandai,Fighting,1.3,0.71,0.41,0.05,3.1,2009
WWE '12    Read the review,X360,THQ,Fighting,1.3,0.74,0.4,0,3.9,2011
Super Street Fighter IV: 3D Edition    Read the review,3DS,Capcom,Fighting,1.2,0.55,0.45,0.14,3.7,2011
Naruto Shippuden: Ultimate Ninja Storm 2    Read the review,PS3,Namco Bandai,Fighting,1.2,0.42,0.47,0.15,3.2,2010
WWE SmackDown vs. Raw 2010,PS3,THQ,Fighting,1.2,0.48,0.48,0.01,3.1,2009
WWE SmackDown vs. Raw 2011,PS3,THQ,Fighting,1.1,0.44,0.46,0.01,3.8,2010
Virtua Fighter,SAT,Sega,Fighting,1.1,0.17,0.12,0.77,2.8,1995
SoulCalibur III,PS2,Namco,Fighting,1.1,0.74,0.15,0.13,3.6,2005
Naruto: Clash of Ninja 2,GC,D3 Publisher,Fighting,1,0.44,0.12,0.45,4,2006
Dragon Ball Z: Budokai Tenkaichi 3,Wii,Atari,Fighting,1,0.32,0.36,0.26,3.9,2007
Dead or Alive 2,PS2,Tecmo,Fighting,1,0.3,0.24,0.38,3,2000
SoulCalibur II,XB,Namco,Fighting,1,0.78,0.18,0.03,2.2,2003
WWE SmackDown vs. Raw 2009,PS3,THQ,Fighting,0.9,0.51,0.3,0.01,2,2008
Super Street Fighter IV,X360,Capcom,Fighting,0.9,0.53,0.21,0.07,3.9,2010
Tekken Tag Tournament 2    Read the review,PS3,Namco Bandai Games,Fighting,0.9,0.28,0.33,0.13,3,2012
Dragon Ball Z: Burst Limit,PS3,Atari,Fighting,0.8,0.22,0.34,0.18,2.6,2008
Street Fighter X Tekken,PS3,Capcom,Fighting,0.8,0.42,0.22,0.1,3.1,2012
Dragon Ball: Raging Blast 2    Read the review,PS3,Namco Bandai,Fighting,0.8,0.43,0.19,0.11,2.2,2010
Naruto Shippuden: Ultimate Ninja Storm 2,X360,Namco Bandai,Fighting,0.8,0.43,0.27,0.01,3.1,2010
Dragon Ball: Raging Blast,PS3,Namco Bandai,Fighting,0.8,0.37,0.19,0.11,2.6,2009
SoulCalibur V    Read the review,PS3,Namco Bandai,Fighting,0.8,0.35,0.24,0.07,3.1,2012
Marvel vs. Capcom 2,PS2,Capcom,Fighting,0.8,0.31,0.24,0.13,3.4,2002
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,Capcom,Fighting,0.8,0.22,0.17,0.3,3.2,2001
SoulCalibur VI    Read the review,PS4,Bandai Namco Games,Fighting,0.7,0.44,0.11,0.04,2.8,2018
Bushido Blade 2,PS,Square EA,Fighting,0.7,0.25,0.17,0.22,3.2,1998
Naruto Shippuden: Ultimate Ninja 4,PS2,Namco Bandai,Fighting,0.7,0.26,0.01,0.13,3.3,2009
Dead or Alive 5,PS3,Tecmo Koei,Fighting,0.6,0.23,0.15,0.21,4,2015
Dragon Ball: Raging Blast 2,X360,Namco Bandai,Fighting,0.6,0.49,0.09,0.01,2,2010
Dragon Ball Z: Ultimate Tenkaichi,PS3,Namco Bandai,Fighting,0.6,0.27,0.18,0.09,3.7,2011
SoulCalibur V,X360,Namco Bandai,Fighting,0.6,0.39,0.13,0.02,3,2012
JoJo's Bizarre Adventure: All Star Battle,PS3,Namco Bandai Games,Fighting,0.6,0.05,0.02,0.5,3.4,2014
Ultra Street Fighter II: The Final Challengers,NS,Capcom,Fighting,0.6,0.22,0.22,0.09,2.8,2017
Legends of WrestleMania    Read the review,PS3,THQ,Fighting,0.6,0.3,0.17,0,2.9,2009
Dragon Ball Z: Shin Budokai,PSP,Atari,Fighting,0.5,0.26,0.08,0.13,3,2006
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,Capcom,Fighting,0.5,0.3,0.16,0.03,2.3,2010
Naruto Shippuden: Ultimate Ninja Storm 3,X360,Namco Bandai Games,Fighting,0.5,0.3,0.17,0.01,3.3,2013
Rival Schools: United By Fate,PS,Capcom,Fighting,0.5,0.12,0.08,0.28,2,1998
Dragon Ball: Raging Blast    Read the review,X360,Namco Bandai,Fighting,0.5,0.36,0.08,0.02,2.1,2009
Dead or Alive Ultimate,XB,Tecmo,Fighting,0.5,0.3,0.1,0.08,3.9,2004
Wii Play    Read the review,Wii,Nintendo,Misc,28.9,13.96,9.18,2.93,9.4,2007
Brain Age 2: More Training in Minutes a Day,DS,Nintendo,Misc,15.3,3.43,5.36,5.32,8.8,2007
Minecraft    Read the review,X360,Microsoft Studios,Misc,9.8,5.96,2.94,0.02,8.3,2013
Mario Party DS,DS,Nintendo,Misc,8.9,4.4,1.86,1.98,8.9,2007
Mario Party 8,Wii,Nintendo,Misc,8.3,3.74,2.27,1.58,7.8,2007
Big Brain Academy,DS,Nintendo,Misc,6.6,1.66,2.75,1.6,7,2006
Pok̩mon Pinball,GBC,Nintendo,Misc,5.3,3.02,1.12,1.01,5.6,1999
Guitar Hero III: Legends of Rock,PS2,RedOctane,Misc,5,3.49,0.01,0.01,4.5,2007
Guitar Hero III: Legends of Rock,X360,RedOctane,Misc,4.5,3.19,0.91,0.01,3.4,2007
Namco Museum,GBA,Namco,Misc,4.2,3,1.11,0.05,2.8,2001
Carnival Games,Wii,Global Star Software,Misc,4.1,2.12,1.47,0.05,3.9,2007
Flash Focus: Vision Training in Minutes a Day,DS,Nintendo,Misc,3.8,0.86,1.56,1.05,3.7,2007
Guitar Hero: On Tour,DS,Activision,Misc,3.5,2.1,1.01,0.01,2.7,2008
Crash Bash,PS,Sony Computer Entertainment,Misc,3.4,1.56,1.47,0.19,2.9,2000
Personal Trainer: Cooking,DS,Nintendo,Misc,3.1,0.91,1.01,1.03,4,2008
Mario Party,N64,Nintendo,Misc,2.7,1.25,0.53,0.87,2.3,1999
Mario Party 2,N64,Nintendo,Misc,2.5,1.28,0.14,1.08,3.8,2000
Mario Party 4,GC,Nintendo,Misc,2.5,1.13,0.36,0.92,2.3,2002
Minecraft,PSV,Sony Computer Entertainment America,Misc,2.5,0.22,0.73,1.25,2.3,2014
Guitar Hero III: Legends of Rock,PS3,RedOctane,Misc,2.2,1.4,0.53,0.02,2.2,2007
