Title,Platforms,Publisher,Genre,Total_Sales,USA_Sales,EUR_Sales,Japan_Sales,Rating,Release_Date,Year
Miyako: Awayuki no Utage,PSP,Idea Factory,Misc,0.01,,,0.01,,19-אפר-12,2012
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,Namco Bandai,Misc,0.01,,,0.01,,03rd Mar 11,2011
Nodame Cantabile,PS2,Banpresto,Misc,0.01,,,0.01,,19-יול-07,2007
1/2 Summer +,PSP,Kaga Create,Misc,0.01,,,0.01,,18-יול-13,2013
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,Benesse,Misc,0.01,,,0.01,,04-דצמ-08,2008
Isshoni Gohan. Portable,PSP,Boost On,Misc,0.01,,,0.01,,24-ינו-13,2013
Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,3DS,Bandai Namco Games,Misc,0.01,,,0.01,,16-נוב-17,2017
DJ Max Respect,PS4,Arc System Works,Misc,0.01,,,0.01,,09-ספט-17,2017
Sakura-Sou no Pet na Kanojo,PSP,Kadokawa Games,Misc,0.01,,,0.01,,14-פבר-13,2013
Toro to Morimori,PS3,Sony Computer Entertainment,Misc,0.01,,,0.01,,23rd Jul 09,2009
Ro-Kyu-Bu! Secret Photo Op,PSV,Kadokawa Games,Misc,0.01,,,0.01,,27-מרץ-14,2014
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,FuRyu Corporation,Misc,0.01,,,0.01,,17-מאי-12,2012
Nyaruko-San: Nafushigatai Game no You na Mono,PSV,5pb,Misc,0.01,,,0.01,,30-מאי-13,2013
Jinsei Game Q DS: Shouwa no Dekigoto,DS,Takara Tomy,Misc,0.01,,,0.01,,27-דצמ-07,2007
Amnesia Later,PSV,Idea Factory,Misc,0.01,,,0.01,,16-אוק-14,2014
Dokuro    Read the review,PSV,GungHo,Misc,0.01,,,0.01,7.5,05-יול-12,2012
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,Tecmo,Misc,0.01,,,0.01,,14-מאי-09,2009
Rakushou! Pachi-Slot Sengen 4,PS2,Tecmo,Misc,0.01,,,0.01,,23rd Mar 06,2006
Duel Masters: Shadow of the Code,GBA,Atari,Misc,0.01,0.01,0,,,18-אוק-05,2005
Bakumatsu Rock: Ultra Soul,PSP,Marvelous Interactive,Misc,0.01,,,0.01,,25-ספט-14,2014
Jam Sessions: Sing and Play Guitar (jp sales),DS,Ubisoft,Misc,0.01,,,0.01,,11-ספט-07,2007
Smart Kid's Gameclub,DS,UFO Interactive,Misc,0.01,0.01,,,,16-נוב-07,2007
Idol Janshi Suchie-Pai IV,PS2,Jaleco,Misc,0.01,,,0.01,,11-אוק-07,2007
Dramatical Murder Re:code,PSV,Nitroplus,Misc,0.01,,,0.01,,30-אוק-14,2014
Arabians Lost: The Engagement on Desert,PSP,Quinrose,Misc,0.01,,,0.01,,28-יונ-12,2012
thinkSMART: Chess for Kids,DS,Mentor Interactive,Misc,0.01,0.01,,,,06-ספט-11,2011
Nova Usagi no Game de Ryuugaku!? DS,DS,Konami,Misc,0.01,,,0.01,,27-פבר-07,2007
Saint Seiya Omega: Ultimate Cosmo,PSP,Namco Bandai Games,Misc,0.01,,,0.01,,29-נוב-12,2012
Sakigake!! Otokojuku - Nihon yo Kore ga Otoko Dearu!,PS3,Namco Bandai Games,Misc,0.01,,,0.01,,27-פבר-14,2014
Akatsuki no Goei Trinity,PSP,5pb,Misc,0.01,,,0.01,,20-ספט-12,2012
The Ultimate Battle of the Sexes,Wii,SVG Distribution,Misc,0.01,0.01,0,,,27-דצמ-11,2011
Getsuei Gakuen: kou,PSV,Arc System Works,Misc,0.01,,,0.01,,10-אוק-13,2013
Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,Views,Misc,0.01,,,0.01,,20-פבר-14,2014
Who Wants to be a Millionaire: 2nd Edition,DS,Ubisoft,Misc,0.01,,0.01,,,28-נוב-08,2008
Tsukigime Ranko's Longest Day,PS3,Namco Bandai Games,Misc,0.01,,0.01,,,16-ינו-14,2014
Aiyoku no Eustia,PSV,Dramatic Create,Misc,0.01,,,0.01,,26-יונ-14,2014
Muv-Luv Alternative,PS3,5pb,Misc,0.01,,,0.01,,25-אוק-12,2012
Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,Dorart,Misc,0.01,,,0.01,,18-פבר-10,2010
Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,Paon,Misc,0.01,,,0.01,,09-אוק-08,2008
Satomi Hakkenden: Hachi Tamanoki,PSP,Quinrose,Misc,0.01,,,0.01,,27-פבר-14,2014
DJ Max Technika Tune,PSV,CyberFront,Misc,0.01,,,0.01,,27-ספט-12,2012
Metal Gear Solid HD Edition,X360,Konami Digital Entertainment,Misc,0.01,,,0.01,,23rd Nov 11,2011
Dungeons & Dragons Anthology: The Master Collection,PC,Atari,Misc,0.01,0.01,,,,15-נוב-11,2011
Megami Meguri,3DS,Capcom,Misc,0.01,,,0.01,,08-דצמ-16,2016
Gyouretsu no Dekiru Houritsu Soudansho,DS,Namco Bandai,Misc,0.01,,,0.01,,25-פבר-10,2010
Princess Evangile Portable,PSP,CyberFront,Misc,0.01,,,0.01,,12-אפר-12,2012
Kajiri Kamui Kagura: Akebono no Hikari,PSV,Views,Misc,0.01,,,0.01,,25-אפר-13,2013
Harem Tengoku da to Omottara Yandere Jigoku Datta,PS3,Nippon Ichi Software,Misc,0.01,,,0.01,,24-אפר-14,2014
Peach Ball: Senran Kagura,NS,Marvelous Entertainment,Misc,0.01,,,0.01,,13-דצמ-18,2018
Arabians Doubt,PSP,Quinrose,Misc,0.01,,,0.01,,30-ינו-14,2014
Stranger of Sword City,X360,Experience Inc.,Misc,0.01,,,0.01,,05-יונ-14,2014
Heartful Simulator Pachi-Slot: To Heart 2,PS3,Aqua Plus,Misc,0.01,,,0.01,,25-אוק-12,2012
Eiyuu * Senki,PS3,5pb,Misc,0.01,,,0.01,,26-ספט-13,2013
Clue / Mouse Trap / Perfection / Aggravation,DS,Unknown,Misc,0.01,0.01,,,,17-אוג-06,2006
Romance of the Three Kingdoms 13 with Power-Up Kit,PS3,Tecmo Koei,Misc,0.01,,,0.01,,16-פבר-17,2017
Chegger's Party Quiz,Wii,Oxygen Interactive,Misc,0.01,,0.01,,,19-מרץ-08,2008
Phi Brain: Kizuna no Puzzle,PSP,Arc System Works,Misc,0.01,,,0.01,,31-מאי-12,2012
Anpanman to Touch de Waku Waku Training,DS,Namco Bandai,Misc,0.01,,,0.01,,03rd Sep 09,2009
Little King's Story    Read the review,PSV,Konami Digital Entertainment,Misc,0.01,,0.01,,7,02nd Oct 12,2012
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 250 Banjin no KanKen Premium - Zenkyuu Zen-Kanji Kanzen Seiha,DS,IE Institute,Misc,0.01,,,0.01,,23rd Apr 09,2009
School Wars: Graduation Front,PSP,Quinrose,Misc,0.01,,,0.01,,27-יונ-13,2013
Teenage Mutant Ninja Turtles: Out of the Shadows,X360,Activision,Misc,0.01,,0.01,,,28-אוג-13,2013
0-ji no Kane to Cinderella: Halloween Wedding,PSP,Quinrose,Misc,0.01,,,0.01,,23rd May 13,2013
Norimono Oukoku DS: You! Unten Shichai na Yo!,DS,D3 Publisher,Misc,0.01,,,0.01,,28-אוג-08,2008
Phantom Breaker,PS3,5pb,Misc,0.01,,,0.01,,19-ספט-13,2013
Chibi * Devi!,3DS,Alchemist,Misc,0.01,,,0.01,,27-ספט-12,2012
Spintires,PC,Unknown,Misc,0.01,,0.01,,,12-יונ-14,2014
Moe Moe 2-ji Daisenryaku 3,PSV,System Soft Alpha,Misc,0.01,,,0.01,,16-פבר-17,2017
Killer 3D Pool,GBA,"Destination Software, Inc",Misc,0.01,0.01,0,,,02nd May 05,2005
RPG Maker MV,NS,NIS America,Misc,0.01,,,0.01,,01-מרץ-19,2019
Miracle Tunes! Game de Tune Up! Tabun!,3DS,FuRyu Corporation,Misc,0.01,,,0.01,,09-נוב-17,2017
Uchi no 3 Shimai DS 2: 3 Shimai no Dekake Daisakusen,DS,Culture Brain,Misc,0.01,,,0.01,,12-נוב-09,2009
Chronostacia,PSP,Idea Factory,Misc,0.01,,,0.01,,24-אפר-14,2014
Muv-Luv Alternative: Total Eclipse,X360,5pb,Misc,0.01,,,0.01,,16-מאי-13,2013
Koibana Days,PSP,Idea Factory,Misc,0.01,,,0.01,,20-יונ-13,2013
Zombie Shiki - Eigo Ryoku Sosei Jutsu: English of the Dead,DS,Sega,Misc,0.01,,,0.01,,29-מאי-08,2008
Kunio-kun: The World Classics Collection,NS,Arc System Works,Misc,0.01,,,0.01,,20-דצמ-18,2018
Once Upon A Time,Wii,Storm City Games,Misc,0.01,0.01,,,,28-ספט-10,2010
Closed Nightmare,PS4,Nippon Ichi Software,Misc,0.01,,,0.01,,19-יול-18,2018
Hidamari Sketch: Doko Demo Sugoroku x 365,DS,Idea Factory,Misc,0.01,,,0.01,,12-פבר-09,2009
Bullet Soul Infinite Burst,X360,5pb,Misc,0.01,,,0.01,,29-מאי-14,2014
Ima Sugu Oniichan ni Imoto da tte Iitai!,PSV,Piacci,Misc,0.01,,,0.01,,24-אפר-14,2014
Sega 3D Classics Collection,3DS,Sega,Misc,0.01,,0.01,,,26-אפר-16,2016
Happy Birthdays,NS,NIS America,Misc,0.01,0.01,,,,05-יונ-18,2018
Slotter Up Mania 11: 2027 vs 2027 II,PS2,Dorart,Misc,0.01,,,0.01,,15-אוק-09,2009
Moeru Mahjong: Moejong!,PSP,Hudson Entertainment,Misc,0.01,,,0.01,,23rd Oct 08,2008
Honki de Manabu: LEC de Goukaku - DS Takuchi Tatemono Torihiki Shuninsha,DS,Square Enix,Misc,0.01,,,0.01,,26-פבר-09,2009
National Geographic Challenge!,PC,Black Bean Games,Misc,0.01,,0,,,08-אפר-11,2011
Hello Kitty: Puzzle Party,PSP,Ubisoft,Misc,0.01,,0,,,19-פבר-10,2010
The Elder Scrolls Online: Summerset,PC,Bethesda Softworks,MMO,0.01,,0.01,,,21-מאי-18,2018
Just Deal With It,PS4,Wired Productions,Party,0.01,0.01,,,,04-דצמ-18,2018
VOEZ,NS,PM Studios,Music,0.01,0.01,,0.01,,14-אוג-18,2018
Soni Pro,3DS,imageepoch Inc.,Music,0.01,,,0.01,,31-יול-14,2014
Just Dance: Disney Party 2,Wii,Ubisoft,Music,0.01,,0.01,,,20-אוק-15,2015
The Longest 5 Minutes,PSV,NIS America,Action,0.02,,,0.02,,13-פבר-18,2018
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,Namco Bandai,Action,0.02,,,0.02,,30-אוק-08,2008
Moujuu-Tachi to Ohimesama,PSV,Idea Factory,Action,0.02,,,0.02,,25-אוג-16,2016
No More Heroes: Heroes' Paradise,X360,Marvelous Interactive,Action,0.02,,,0.02,,15-אפר-10,2010
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,Capcom,Action,0.02,0.02,0.01,,,14-יונ-05,2005
Bunmei Haruka: Aoiza Ibunroku,PSP,FuRyu Corporation,Action,0.02,,,0.02,,18-אוג-11,2011
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,Arc System Works,Action,0.02,,,0.02,,05-מרץ-15,2015
Sangoku Hime 4: Tenka Ryouran - Tenmei no Koi Emaki,PSV,SystemSoft Alpha,Action,0.02,,,0.02,,26-מאי-16,2016
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,Namco Bandai Games,Action,0.02,,,0.02,,28-מאי-15,2015
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,Namco Bandai Games,Action,0.02,,,0.02,,21-אפר-16,2016
Thunderbirds,GBA,Vivendi Games,Action,0.02,0.02,0.01,,,10-אוג-04,2004
"Warhammer 40,000: Deathwatch",PS4,Hoplite Research,Action,0.02,0.02,,,,14-אוג-18,2018
Samurai Warriors: Sanada Maru,PS3,Tecmo Koei,Action,0.02,,,0.02,,23rd Nov 16,2016
Super Run For Money Tousouchuu & Sentouchuu,NS,Bandai Namco Games,Action,0.02,,,0.02,,29-נוב-18,2018
Totally Spies! 2: Undercover,DS,Atari,Action,0.02,0.01,0.01,,,27-נוב-06,2006
Quantum Break,PC,THQ Nordic,Action,0.02,,0.02,,,29-ספט-16,2016
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,Crave Entertainment,Action,0.02,0.01,0.01,,,08-אוג-06,2006
PuraMai Wars V,PSV,Unknown,Action,0.02,,,0.02,,25-אוג-16,2016
Franklin's Great Adventures,DS,Game Factory,Action,0.02,0.02,0,,,01-אפר-06,2006
Rule of Rose,PS2,Atlus,Action,0.02,0.01,0.01,,,12-ספט-06,2006
Abunai: Koi no Sousa Shitsu,PSV,Asgard,Action,0.02,,,0.02,,21-מאי-15,2015
Castlevania: Lords of Shadow - Reverie    Read the review,XBL,Konami,Action,0.02,0.02,0,,7,20-אפר-11,2011
Knight's Apprentice: Memorick's Adventures,XB,XS Games,Action,0.02,0.02,0,,,15-יונ-04,2004
Brothers Conflict: Precious Baby,PSV,Idea Factory,Action,0.02,,,0.02,,07-אפר-17,2017
Tengen Toppa Gurren-Lagann,DS,Konami,Action,0.02,,,0.02,,25-אוק-07,2007
Meiji Toukyou Renka: Full Moon,PSV,5pb,Action,0.02,,,0.02,,25-אוג-16,2016
Hot 'n' Cold,DS,Majesco,Action,0.02,0.02,,,,23rd Jun 09,2009
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,Takara,Action,0.02,,,0.02,,05-דצמ-02,2002
Timmy Time,DS,Avanquest,Action,0.02,,0.02,,,19-אוג-11,2011
Tenkai Knights: Brave Battle,3DS,Namco Bandai Games,Action,0.02,0.01,0.01,0,,07-אוק-14,2014
Kamen Rider: Battride War II,WiiU,Namco Bandai Games,Action,0.02,,,0.02,,26-יונ-14,2014
Headhunter: Redemption,XB,Sega,Action,0.02,0.02,0,,,21-ספט-04,2004
Carmageddon: Max Damage,PS4,Stainless Games,Action,0.02,0.02,,,,05-יול-16,2016
Samurai & Dragons,PSV,Sega,Action,0.02,,,0.02,,24-מאי-12,2012
Kujiragami no Tearstilla,PSV,Piacci,Action,0.02,,,0.02,,28-יול-16,2016
Psychedelica of the Black Butterfly,PSV,Aksys Games,Action,0.02,,,0.02,,27-מרץ-18,2018
Garfield Gets Real,DS,Unknown,Action,0.02,,0.02,,,21-יול-09,2009
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,Atari,Action,0.02,0.01,0.01,,,29-מרץ-06,2006
Shaq-Fu: A Legend Reborn,PS4,Wired Productions,Action,0.02,0.02,,,,05-יונ-18,2018
Chuck E. Cheese's Super Collection,Wii,UFO Interactive,Action,0.02,0.02,,,,07-ספט-11,2011
Monster Hunter Frontier Z: Beginner's Package,PS4,Capcom,Action,0.02,,,0.02,,22nd Nov 16,2016
Dragon's Dogma Online: Season 2,PS3,Capcom,Action,0.02,,,0.02,,30-יונ-16,2016
Troll and I,XOne,Maximum Games,Action,0.02,0.02,,,,21-מרץ-17,2017
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,Namco Bandai Games,Action,0.02,,,0.02,,25-ספט-15,2015
Natsuiro High School: Seishun Hakusho,PS4,D3Publisher,Action,0.02,,,0.02,,04-יונ-15,2015
Digimon Universe: Appli Monsters,3DS,Namco Bandai Games,Action,0.02,,,0.02,,01-דצמ-16,2016
Charlie's Angels,GC,Ubisoft,Action,0.02,0.01,0,,,09-יול-03,2003
Teenage Mutant Ninja Turtles Double Pack,GBA,Konami,Action,0.02,0.01,0,,,06-יונ-06,2006
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,Marvelous Interactive,Action,0.02,,,0.02,,25-אוק-07,2007
The Crow: City of Angels,PS,Acclaim Entertainment,Action,0.02,0.01,0.01,,,28-פבר-97,1997
Paranormal Pursuit: The Gifted One,PC,Alawar Entertainment,Action,0.02,,0.02,,,07-אוג-15,2015
My Hero: Doctor,DS,Majesco,Action,0.02,0.02,,,,17-נוב-09,2009
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,Namco Bandai,Action,0.02,,,0.02,,02nd Dec 10,2010
Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,Sega,Action,0.02,,,0.02,,27-אפר-06,2006
Saints Row: Gat out of Hell,XOne,Deep Silver,Action,0.02,,0.02,,,20-ינו-15,2015
Mega Man Legacy Collection 2,XOne,Capcom,Action,0.02,0.02,,,,08-אוג-17,2017
Ben 10 Omniverse 2,3DS,D3 Publisher,Action,0.02,,0.02,,,05-נוב-13,2013
Norn + Nonette: Last Era,PSV,Idea Factory,Action,0.02,,,0.02,,02nd Apr 15,2015
Tom Clancy's Splinter Cell Classic Trilogy HD,PSN,Ubisoft,Action,0.02,0.02,,,,21-יונ-11,2011
Final Fight: Streetwise,XB,Capcom,Action,0.02,0.01,0,,,28-פבר-06,2006
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,Namco Bandai Games,Action,0.02,,,0.02,,27-אוג-15,2015
"Warhammer 40,000: Inquisitor - Martyr",XOne,Neocore Games,Action,0.02,0.02,,,,28-אוג-18,2018
Silent Hill: Book of Memories,PSV,Konami Digital Entertainment,Action,0.02,,0.01,,,16-אוק-12,2012
One Piece Mansion,PS,Capcom,Action,0.02,0.01,0.01,,,30-ספט-01,2001
Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,Crave Entertainment,Action,0.02,0.01,0,,,08-אוג-06,2006
Vikings: Wolves of Midgard,XOne,Kalypso Media,Action,0.02,0.01,,,,28-מרץ-17,2017
Irritating Stick,PS,Jaleco,Action,0.02,0.01,0.01,,,31-ינו-99,1999
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,D3 Publisher,Action,0.02,,,0.02,,10-אוג-06,2006
Just Cause,PC,Eidos Interactive,Action,0.02,,0.01,,,27-ספט-06,2006
Lost: Via Domus,PC,Ubisoft,Action,0.02,,0.01,,,26-פבר-08,2008
Pirates PlundArrr,Wii,Majesco,Action,0.02,0.02,,,,25-מאי-10,2010
Marvel Superheroes 3D: Grandmaster's Challenge,Wii,Neko Entertainment,Action,0.02,,0.01,,,26-נוב-10,2010
Dark Void,PC,Capcom,Action,0.02,,0.01,,,19-ינו-10,2010
Nights of Azure 2,PSV,Tecmo Koei,Action,0.02,,,0.02,,31-אוג-17,2017
Dinotopia: The Sunstone Odyssey,GC,TDK Mediactive,Action,0.02,0.01,0,,,23rd Jul 03,2003
LEGO Star Wars: The Video Game,PC,Eidos Interactive,Action,0.02,,0.01,,,02nd Apr 05,2005
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,Takara Tomy,Action,0.02,,,0.02,,21-ספט-06,2006
Pharaonic,PS4,Soedesco,Action,0.02,0.01,,,,29-ספט-17,2017
LEGO Star Wars II: The Original Trilogy,PC,LucasArts,Action,0.02,,0.01,,,12-ספט-06,2006
Durarara!! Relay,PSV,Kadokawa Games,Action,0.02,,,0.02,,29-ינו-15,2015
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,Namco Bandai Games,Action,0.02,,,0.02,,19-נוב-15,2015
Resident Evil: Value Pack,PS4,Capcom,Action-Adventure,0.02,,,0.02,,29-ספט-16,2016
Resident Evil Zero,PC,Capcom,Action-Adventure,0.02,0.01,0.01,,,19-ינו-16,2016
Border Break,PS4,Sega,Action-Adventure,0.02,,,0.02,,02nd Aug 18,2018
Invizimals: The Lost Kingdom,PS3,Sony Computer Entertainment,Action-Adventure,0.02,,0.02,,,30-ספט-14,2014
SpongeBob: HeroPants,PSV,Activision,Action-Adventure,0.02,0.01,0,,,03rd Feb 15,2015
Penguins of Madagascar,Wii,Little Orbit,Action-Adventure,0.02,0,0.01,,,25-נוב-14,2014
7'scarlet,PSV,Aksys Games,Adventure,0.02,,,0.02,,25-מאי-18,2018
DEATH NOTE: L o Tsugu Mono,DS,Konami,Adventure,0.02,,,0.02,,12-יול-07,2007
Otometeki Koi Kakumei * Love Revo! Portable,PSP,Idea Factory,Adventure,0.02,,,0.02,,20-מאי-10,2010
Captain Morgane and the Golden Turtle,PC,Reef Entertainment,Adventure,0.02,,0.02,,,03rd Feb 12,2012
Kami Naru Kimi to,PSP,Idea Factory,Adventure,0.02,,,0.02,,20-אוק-11,2011
Magicka Collection,PC,Paradox Interactive,Adventure,0.02,,0.02,,,22nd Nov 11,2011
Suran Digit,PSV,Idea Factory,Adventure,0.02,,,0.02,,20-אוק-16,2016
Memories Off: Sorekara Again,PS2,KID,Adventure,0.02,,,0.02,,23rd Mar 06,2006
Maji-Kyun! Renaissance,PSV,Broccoli,Adventure,0.02,,,0.02,,21-ספט-16,2016
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,Prototype,Adventure,0.02,,,0.02,,03rd Jun 10,2010
Okashi na Shima no Peter Pan: Sweet Never Land,PSP,Quinrose,Adventure,0.02,,,0.02,,06-אוק-11,2011
Gift: Prism,PS2,Sweets,Adventure,0.02,,,0.02,,19-אוק-06,2006
Captain Morgane and the Golden Turtle,PS3,Reef Entertainment,Adventure,0.02,,0.02,,,03rd Feb 12,2012
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,Alchemist,Adventure,0.02,,,0.02,,26-יונ-08,2008
Suzumiya Haruhi no Heiretsu,Wii,Sega,Adventure,0.02,,,0.02,,26-מרץ-09,2009
Ghost Pirates of Vooju Island,PC,DTP Entertainment,Adventure,0.02,,0.02,,,06-נוב-09,2009
L.A. Noire: The Complete Edition,PS3,Rockstar Games,Adventure,0.02,,0.02,,,15-נוב-11,2011
Vampire Mansion: Linda Hyde,DS,Unknown,Adventure,0.02,,0.02,,,01-ספט-11,2011
American McGee presents ScrapLand,XB,Enlight,Adventure,0.02,0.02,0,,,28-פבר-05,2005
D.Gray-man: Sousha no Shikaku,PS2,Konami,Adventure,0.02,,,0.02,,11-ספט-08,2008
ABZU,XOne,505 Games,Adventure,0.02,0.02,,,,31-ינו-17,2017
Yuukyuu no Tierblade: Lost Chronicle,PSV,Idea Factory,Adventure,0.02,,,0.02,,08-ספט-16,2016
Chaos;Head Noah,PSP,5pb,Adventure,0.02,,,0.02,,24-יונ-10,2010
Geten no Hana with Yume Akari: Aizouban,PSV,Tecmo Koei,Adventure,0.02,,,0.02,,08-ספט-16,2016
Twinkle * Crusaders GoGo!,PSP,ASCII Media Works,Adventure,0.02,,,0.02,,30-ספט-10,2010
Broken Sword 5: The Serpent's Curse,XOne,Revolution Software,Adventure,0.02,,0.02,,,04-ספט-15,2015
Hoshiori Yume Mirai: Converted Edition,PSV,Prototype,Adventure,0.02,,,0.02,,10-אוג-16,2016
Zathura,XB,2K Games,Adventure,0.02,0.02,0,,,02nd Nov 05,2005
Yunohana Spring! Cherishing Time,PSV,Idea Factory,Adventure,0.02,,,0.02,,15-ספט-16,2016
Love Once: Mermaid's Tears,PS3,Unknown,Adventure,0.02,,,0.02,,24-פבר-11,2011
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,Quinrose,Adventure,0.02,,,0.02,,28-יול-11,2011
Akai Ito DS,DS,Alchemist,Adventure,0.02,,,0.02,,25-דצמ-08,2008
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,Alchemist,Adventure,0.02,,,0.02,,20-נוב-08,2008
Indigo Prophecy,PC,Atari,Adventure,0.02,,0.02,,,02nd Oct 05,2005
Kuon,PS2,Agetec,Adventure,0.02,0.01,0.01,,,07-דצמ-04,2004
Minecraft: Story Mode - Season Two,PC,Telltale Games,Adventure,0.02,,0.02,,,19-ספט-17,2017
Dragon's Lair,DS,Destineer,Adventure,0.02,0.02,,,,16-נוב-10,2010
Ryu-Koku,PS2,KID,Adventure,0.02,,,0.02,,21-ספט-06,2006
Grey's Anatomy: The Video Game,PC,Ubisoft,Adventure,0.02,,0.02,,,04-מרץ-09,2009
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,Prototype,Adventure,0.02,,,0.02,,11-דצמ-14,2014
Agatha Christie: The ABC Murders,PC,Microids,Adventure,0.02,,0.02,,,23rd Feb 16,2016
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,Idea Factory,Adventure,0.02,,,0.02,,11-נוב-10,2010
Gekka Ryouran Romance,PSP,Idea Factory,Adventure,0.02,,,0.02,,15-ספט-11,2011
Tale of a Hero,PC,Daedalic,Adventure,0.02,,0.02,,,31-אוג-10,2010
Back to the Future: The Game,X360,Telltale Games,Adventure,0.02,0.02,0,,,13-אוק-15,2015
Meitantei Evangelion,PS2,Broccoli,Adventure,0.02,,,0.02,,18-ינו-07,2007
Overlord,PC,Codemasters,Adventure,0.02,,0.02,,,26-יונ-07,2007
Mata Hari: Betrayal is only a Kiss Away,PC,Viva Media,Adventure,0.02,,0.02,,,01-יונ-09,2009
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,Marvelous Interactive,Adventure,0.02,,,0.02,,22nd Mar 07,2007
Last Escort,PS2,D3 Publisher,Adventure,0.02,,,0.02,,26-ינו-06,2006
Aria: The Natural ~Tooi Yume no Mirage~,PS2,Alchemist,Adventure,0.02,,,0.02,,28-ספט-06,2006
Hakuouki: Yuugi Roku DS,DS,Idea Factory,Adventure,0.02,,,0.02,,28-אפר-11,2011
Code R,SAT,Quintet,Adventure,0.02,,,0.02,,09-יול-98,1998
Uta no Prince-sama: Amazing Aria & Sweet Serenade Love,PSV,Broccoli,Adventure,0.02,,,0.02,,19-אוק-17,2017
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,Namco Bandai,Adventure,0.02,,,0.02,,03rd Apr 08,2008
Largo Winch .// Commando Sar,PS,Ubisoft,Adventure,0.02,0.01,0.01,,,01-פבר-02,2002
Princess Isabella: A Witch's Curse,Wii,Destineer,Adventure,0.02,0.02,,,,03rd Sep 10,2010
Runaway: A Twist of Fate,DS,Unknown,Adventure,0.02,,0.02,,,,
Uta no * Prince-Sama,PSP,Broccoli,Adventure,0.02,,,0.02,,24-יונ-10,2010
Crime Scene,DS,SouthPeak Interactive,Adventure,0.02,,0.02,,,16-פבר-10,2010
Code: Realize - Shukufuku no Mirai,PSV,Aksys Games,Adventure,0.02,,,0.02,,30-מרץ-18,2018
PsychicEmotion6,PSV,Idea Factory,Adventure,0.02,,,0.02,,06-אוק-16,2016
StormLover Karen!!,PSP,D3 Publisher,Adventure,0.02,,,0.02,,04-אוג-11,2011
AIR,PSP,Prototype,Adventure,0.02,,,0.02,,22nd Nov 07,2007
Akai Suna Ochiru Tsuki,PSV,Dramatic Create,Adventure,0.02,,,0.02,,10-מרץ-16,2016
Aoishiro,PS2,Success,Adventure,0.02,,,0.02,,15-מאי-08,2008
Astraea no Shiroki Eien: White Eternity,PSV,Dramatic Create,Adventure,0.02,,,0.02,,22nd Sep 16,2016
Seitokai no Ichizon: DS-suru Seitokai,DS,Kadokawa Shoten,Adventure,0.02,,,0.02,,25-מרץ-10,2010
Revolution: 25th Anniversary Collection,PC,Koch Media,Adventure,0.02,,0.02,,,18-מרץ-16,2016
L.A. Noire: The Complete Edition,X360,Rockstar Games,Adventure,0.02,,0.02,,,15-נוב-11,2011
Broken Sword: The Sleeping Dragon,XB,The Adventure Company,Adventure,0.02,0.01,0,,,08-דצמ-03,2003
Miyako,PSP,Idea Factory,Adventure,0.02,,,0.02,,25-נוב-10,2010
11eyes: CrossOver,PSP,5pb,Adventure,0.02,,,0.02,,28-ינו-10,2010
