Title,Platforms,Publisher,Genre,Total_Sales,USA_Sales,EUR_Sales,Japan_Sales,Rating,Release_Date,Year
Red Faction: Armageddon    Read the review,PS3,THQ,Shooter,0.46,0.2,0.15,0.03,8.3,07  Jun 11,2011.0
F.E.A.R. 3    Read the review,X360,Warner Bros. Interactive,Shooter,0.45,0.3,0.11,0.01,7.5,21  Jun 11,2011.0
Child of Eden    Read the review,X360,Ubisoft,Shooter,0.44,0.28,0.12,0.0,8.9,14  Jun 11,2011.0
Resistance: Burning Skies    Read the review,PSV,Sony Computer Entertainment,Shooter,0.44,0.18,0.16,0.02,7.4,29  May 12,2012.0
Call of Duty: Black Ops II    Read the review,WiiU,Activision,Shooter,0.42,0.2,0.18,0.0,8.9,18  Nov 12,2012.0
The Gunstringer    Read the review,X360,Microsoft Studios,Shooter,0.4,0.26,0.1,0.0,7.4,13  Sep 11,2011.0
Left 4 Dead 2    Read the review,PC,Valve,Shooter,0.36,0.0,0.32,0.0,9.0,17  Nov 09,2009.0
Sniper: Ghost Warrior 2    Read the review,PS3,City Interactive,Shooter,0.34,0.05,0.2,0.03,6.4,12  Mar 13,2013.0
Singularity    Read the review,X360,Activision,Shooter,0.32,0.24,0.04,0.0,7.7,29  Jun 10,2010.0
"Warhammer 40,000: Space Marine    Read the review",PC,THQ,Shooter,0.2,0.09,0.09,0.0,8.4,06  Sep 11,2011.0
Otomedius Excellent    Read the review,X360,Konami,Shooter,0.18,0.13,0.0,0.04,5.9,01  Nov 11,2011.0
Velvet Assassin    Read the review,X360,SouthPeak Interactive,Shooter,0.18,0.14,0.02,0.01,3.2,30  Apr 09,2009.0
Space Invaders Extreme    Read the review,DS,Square Enix,Shooter,0.15,0.12,0.01,0.01,8.6,17  Jun 08,2008.0
Lost Planet 3    Read the review,X360,Capcom,Shooter,0.12,0.07,0.04,0.01,6.1,27  Aug 13,2013.0
Bodycount    Read the review,X360,Codemasters,Shooter,0.11,0.07,0.03,0.0,5.5,30  Aug 11,2011.0
NeverDead    Read the review,X360,Konami,Shooter,0.1,0.06,0.03,0.0,3.5,31  Jan 12,2012.0
Big Bang Mini    Read the review,DS,SouthPeak Interactive,Shooter,0.06,0.05,0.0,0.0,7.6,21  Jan 09,2009.0
Unreal Tournament III     Read the review,PC,Midway Games,Shooter,0.06,0.0,0.05,0.0,8.9,19  Nov 07,2007.0
Sniper Elite III    Read the review,PC,Rebellion Developments,Shooter,0.01,0.0,0.01,0.0,7.3,27  Jun 14,2014.0
Animal Crossing: New Leaf    Read the review,3DS,Nintendo,Simulation,10.9,2.46,3.06,4.9,9.0,09  Jun 13,2013.0
Nintendogs + cats    Read the review,3DS,Nintendo,Simulation,4.15,1.44,1.69,0.73,7.7,27  Mar 11,2011.0
Kinectimals    Read the review,X360,Microsoft Game Studios,Simulation,1.62,1.02,0.46,0.0,7.2,04  Nov 10,2010.0
EyePet    Read the review,PS3,Sony Computer Entertainment,Simulation,1.01,0.37,0.52,0.04,7.8,17  Sep 10,2010.0
PilotWings Resort    Read the review,3DS,Nintendo,Simulation,0.96,0.4,0.36,0.13,6.1,27  Mar 11,2011.0
Animal Crossing: New Leaf    Read the review,3DS,Nintendo,Simulation,10.9,2.46,3.06,4.9,9.0,09  Jun 13,2013.0
Nintendogs + cats    Read the review,3DS,Nintendo,Simulation,4.15,1.44,1.69,0.73,7.7,27  Mar 11,2011.0
Kinectimals    Read the review,X360,Microsoft Game Studios,Simulation,1.62,1.02,0.46,0.0,7.2,04  Nov 10,2010.0
EyePet    Read the review,PS3,Sony Computer Entertainment,Simulation,1.01,0.37,0.52,0.04,7.8,17  Sep 10,2010.0
PilotWings Resort    Read the review,3DS,Nintendo,Simulation,0.96,0.4,0.36,0.13,6.1,27  Mar 11,2011.0
Farming Simulator 2011    Read the review,PC,Unknown,Simulation,0.17,0.0,0.17,0.0,2.8,29  Oct 10,2010.0
Hyperdimension Idol Neptunia PP    Read the review,PSV,Namco Bandai Games,Simulation,0.1,0.02,0.02,0.04,5.0,03rd Jun 14,2014.0
Wii Fit    Read the review,Wii,Nintendo,Sports,22.7,8.92,8.03,3.6,8.0,21  May 08,2008.0
FIFA 13    Read the review,X360,EA Sports,Sports,5.11,1.1,3.49,0.03,9.3,25  Sep 12,2012.0
FIFA Soccer 11    Read the review,PS3,EA Sports,Sports,5.08,0.61,3.28,0.06,8.6,28  Sep 10,2010.0
Sports Champions    Read the review,PS3,Sony Computer Entertainment,Sports,3.88,2.15,1.13,0.1,8.6,17  Sep 10,2010.0
Mario & Sonic at the London 2012 Olympic Games    Read the review,Wii,Sega,Sports,3.72,1.12,1.9,0.27,7.1,15  Nov 11,2011.0
Madden NFL 13    Read the review,X360,EA Sports,Sports,2.93,2.53,0.16,0.0,8.3,28  Aug 12,2012.0
Madden NFL 10    Read the review,X360,EA Sports,Sports,2.83,2.52,0.09,0.0,8.6,14  Aug 09,2009.0
Skate 3    Read the review,X360,EA Sports,Sports,2.71,1.47,0.99,0.0,7.7,11  May 10,2010.0
FIFA Soccer 10    Read the review,X360,EA Sports,Sports,2.62,0.6,1.79,0.01,9.0,20  Oct 09,2009.0
Kinect Sports: Season Two    Read the review,X360,Microsoft Studios,Sports,2.33,1.38,0.72,0.02,7.0,25  Oct 11,2011.0
Mario Sports Mix    Read the review,Wii,Nintendo,Sports,2.08,0.88,0.45,0.63,5.9,07  Feb 11,2011.0
Shaun White Snowboarding: Road Trip    Read the review,Wii,Ubisoft,Sports,1.66,0.93,0.56,0.0,8.5,16  Nov 08,2008.0
NBA 2K14    Read the review,PS4,2K Sports,Sports,1.54,0.91,0.35,0.01,8.3,15  Nov 13,2013.0
Wii Fit    Read the review,Wii,Nintendo,Sports,22.7,8.92,8.03,3.6,8.0,21  May 08,2008.0
FIFA 13    Read the review,X360,EA Sports,Sports,5.11,1.1,3.49,0.03,9.3,25  Sep 12,2012.0
FIFA Soccer 11    Read the review,PS3,EA Sports,Sports,5.08,0.61,3.28,0.06,8.6,28  Sep 10,2010.0
Sports Champions    Read the review,PS3,Sony Computer Entertainment,Sports,3.88,2.15,1.13,0.1,8.6,17  Sep 10,2010.0
Mario & Sonic at the London 2012 Olympic Games    Read the review,Wii,Sega,Sports,3.72,1.12,1.9,0.27,7.1,15  Nov 11,2011.0
Madden NFL 13    Read the review,X360,EA Sports,Sports,2.93,2.53,0.16,0.0,8.3,28  Aug 12,2012.0
Madden NFL 10    Read the review,X360,EA Sports,Sports,2.83,2.52,0.09,0.0,8.6,14  Aug 09,2009.0
Skate 3    Read the review,X360,EA Sports,Sports,2.71,1.47,0.99,0.0,7.7,11  May 10,2010.0
FIFA Soccer 10    Read the review,X360,EA Sports,Sports,2.62,0.6,1.79,0.01,9.0,20  Oct 09,2009.0
Kinect Sports: Season Two    Read the review,X360,Microsoft Studios,Sports,2.33,1.38,0.72,0.02,7.0,25  Oct 11,2011.0
Mario Sports Mix    Read the review,Wii,Nintendo,Sports,2.08,0.88,0.45,0.63,5.9,07  Feb 11,2011.0
Shaun White Snowboarding: Road Trip    Read the review,Wii,Ubisoft,Sports,1.66,0.93,0.56,0.0,8.5,16  Nov 08,2008.0
NBA 2K14    Read the review,PS4,2K Sports,Sports,1.54,0.91,0.35,0.01,8.3,15  Nov 13,2013.0
Skate 2    Read the review,X360,Electronic Arts,Sports,1.09,0.82,0.17,0.01,8.1,21  Jan 09,2009.0
Football Manager 2013    Read the review,PC,Sega,Sports,1.06,0.0,0.96,0.0,8.3,01  Nov 12,2012.0
Mario Tennis Open    Read the review,3DS,Nintendo,Sports,1.0,0.26,0.33,0.36,6.5,20  May 12,2012.0
MLB 12: The Show    Read the review,PS3,Sony Computer Entertainment America,Sports,0.93,0.86,0.0,0.0,8.9,06  Mar 12,2012.0
FIFA Street (2012)    Read the review,X360,EA Sports,Sports,0.93,0.21,0.63,0.0,6.8,13  Mar 12,2012.0
SSX    Read the review,PS3,EA Sports,Sports,0.92,0.35,0.42,0.02,8.2,28  Feb 12,2012.0
Skate 2    Read the review,PS3,Electronic Arts,Sports,0.84,0.46,0.25,0.01,8.1,21  Jan 09,2009.0
Shaun White Snowboarding    Read the review,X360,Ubisoft,Sports,0.81,0.48,0.25,0.0,7.0,16  Nov 08,2008.0
MLB 09: The Show    Read the review,PS3,Sony Computer Entertainment,Sports,0.72,0.66,0.0,0.0,8.5,03rd Mar 09,2009.0
NHL 10    Read the review,X360,EA Sports,Sports,0.66,0.51,0.1,0.0,8.6,15  Sep 09,2009.0
Kinect Sports Rivals    Read the review,XOne,Microsoft Studios,Sports,0.62,0.3,0.25,0.02,6.7,08  Apr 14,2014.0
NBA 2K9    Read the review,PS3,2K Sports,Sports,0.62,0.56,0.0,0.0,8.8,07  Oct 08,2008.0
Skate it    Read the review,Wii,Electronic Arts,Sports,0.58,0.5,0.03,0.0,7.2,19  Nov 08,2008.0
NHL 10    Read the review,PS3,EA Sports,Sports,0.57,0.38,0.12,0.0,8.6,15  Sep 09,2009.0
NHL 14    Read the review,PS3,EA Sports,Sports,0.57,0.28,0.19,0.0,5.5,10  Sep 13,2013.0
FIFA Soccer 12    Read the review,3DS,EA Sports,Sports,0.39,0.08,0.27,0.0,7.4,27  Sep 11,2011.0
Skate    Read the review,PS3,Electronic Arts,Sports,0.37,0.29,0.04,0.0,8.0,24  Sep 07,2007.0
Hot Shots Tennis: Get a Grip    Read the review,PSP,Sony Computer Entertainment,Sports,0.23,0.08,0.0,0.13,8.1,29  Jun 10,2010.0
Grand Slam Tennis 2    Read the review,X360,EA Sports,Sports,0.18,0.1,0.06,0.0,7.4,14  Feb 12,2012.0
Skate it    Read the review,DS,Electronic Arts,Sports,0.17,0.14,0.02,0.0,7.1,19  Nov 08,2008.0
NCAA Football 09 All-Play    Read the review,Wii,EA Sports,Sports,0.16,0.15,0.0,0.0,3.0,15  Jul 08,2008.0
MLB 13: The Show    Read the review,PSV,Sony Computer Entertainment America,Sports,0.15,0.11,0.0,0.0,7.6,05  Mar 13,2013.0
Brunswick Pro Bowling    Read the review,3DS,Crave Entertainment,Sports,0.12,0.11,0.0,0.0,5.0,20  Sep 11,2011.0
StarCraft II: Wings of Liberty    Read the review,PC,Blizzard Entertainment,Strategy,4.86,2.6,1.7,0.0,8.9,27  Jul 10,2010.0
Plants vs. Zombies    Read the review,DS,PopCap Games,Strategy,1.11,0.9,0.13,0.0,8.3,18  Jan 11,2011.0
Advance Wars: Days of Ruin    Read the review,DS,Nintendo,Strategy,0.61,0.43,0.13,0.0,8.7,21  Jan 08,2008.0
StarCraft II: Wings of Liberty    Read the review,PC,Blizzard Entertainment,Strategy,4.86,2.6,1.7,0.0,8.9,27  Jul 10,2010.0
Plants vs. Zombies    Read the review,DS,PopCap Games,Strategy,1.11,0.9,0.13,0.0,8.3,18  Jan 11,2011.0
Advance Wars: Days of Ruin    Read the review,DS,Nintendo,Strategy,0.61,0.43,0.13,0.0,8.7,21  Jan 08,2008.0
Age of Empires: Mythologies    Read the review,DS,THQ,Strategy,0.21,0.16,0.03,0.0,8.7,24  Nov 08,2008.0
Ninjatown    Read the review,DS,SouthPeak Interactive,Strategy,0.13,0.12,0.0,0.0,8.0,28  Oct 08,2008.0
Record of Agarest War Zero    Read the review,PS3,Aksys Games,Strategy,0.13,0.09,0.0,0.03,5.5,14  Jun 11,2011.0
Lock's Quest    Read the review,DS,THQ,Strategy,0.09,0.08,0.0,0.0,6.5,08  Sep 08,2008.0
Total War Saga: Thrones of Britannia    Read the review,PC,Sega,Strategy,0.01,0.0,0.01,0.0,6.0,03rd May 18,2018.0
Lionheart: Kings' Crusade    Read the review,PC,Paradox Interactive,Strategy,0.01,0.0,0.01,0.0,7.5,08  Oct 10,2010.0
Grand Theft Auto V    Read the review,PS3,Rockstar Games,Action,20.32,6.37,9.85,0.99,9.5,17  Sep 13,2013.0
Grand Theft Auto IV    Read the review,PS3,Rockstar Games,Action,10.57,4.79,3.73,0.44,9.0,29  Apr 08,2008.0
Uncharted 3: Drake's Deception    Read the review,PS3,Sony Computer Entertainment,Action,6.84,2.77,2.81,0.19,9.0,01  Nov 11,2011.0
Red Dead Redemption    Read the review,PS3,Rockstar Games,Action,6.57,2.82,2.58,0.17,9.1,11  Oct 11,2011.0
Metal Gear Solid 4: Guns of the Patriots    Read the review,PS3,Konami,Action,6.0,2.63,1.72,0.83,9.5,12  Jun 08,2008.0
Assassin's Creed II    Read the review,PS3,Ubisoft,Action,5.57,2.54,1.95,0.21,9.0,17  Nov 09,2009.0
Batman: Arkham City    Read the review,PS3,Warner Bros. Interactive,Action,5.54,2.72,1.89,0.11,9.5,18  Oct 11,2011.0
Resident Evil 5    Read the review,PS3,Capcom,Action,5.1,1.96,1.42,1.08,8.4,13  Mar 09,2009.0
Assassin's Creed    Read the review,PS3,Ubisoft,Action,4.83,1.91,2.01,0.09,7.5,13  Nov 07,2007.0
Batman: Arkham Asylum    Read the review,PS3,Eidos Interactive,Action,4.28,2.26,1.33,0.07,9.1,25  Aug 09,2009.0
Batman: Arkham Asylum    Read the review,X360,Eidos Interactive,Action,3.54,2.24,0.95,0.02,9.0,25  Aug 09,2009.0
Middle-Earth: Shadow of Mordor    Read the review,PS4,Warner Bros. Interactive Entertainment,Action,3.19,1.03,1.6,0.05,9.0,30  Sep 14,2014.0
Assassin's Creed: Brotherhood    Read the review,PS3,Ubisoft,Action,2.85,1.87,0.57,0.11,8.8,16  Nov 10,2010.0
Tomb Raider (2013)    Read the review,PS3,Square Enix,Action,2.51,0.6,1.45,0.08,8.7,05  Mar 13,2013.0
New Super Luigi U    Read the review,WiiU,Nintendo,Action,2.42,1.25,0.75,0.22,8.2,25  Aug 13,2013.0
God of War: Ascension    Read the review,PS3,Sony Computer Entertainment,Action,2.4,1.23,0.72,0.04,8.1,12  Mar 13,2013.0
Metal Gear Solid: Peace Walker    Read the review,PSP,Konami,Action,2.08,0.46,0.42,0.96,9.4,08  Jun 10,2010.0
Tom Clancy's Splinter Cell: Conviction    Read the review,X360,Ubisoft,Action,2.06,1.2,0.62,0.04,8.8,13  Apr 10,2010.0
Lego Marvel Super Heroes    Read the review,PS4,Warner Bros. Interactive Entertainment,Action,1.91,0.59,1.0,0.01,8.5,15  Nov 13,2013.0
inFAMOUS 2    Read the review,PS3,Sony Computer Entertainment,Action,1.87,1.05,0.48,0.08,8.9,07  Jun 11,2011.0
Star Wars: The Force Unleashed    Read the review,Wii,LucasArts,Action,1.86,1.11,0.56,0.0,7.3,16  Sep 08,2008.0
Kinect Star Wars    Read the review,X360,Microsoft Studios,Action,1.76,1.05,0.53,0.03,5.0,03rd Apr 12,2012.0
Dead Rising 3    Read the review,XOne,Microsoft Studios,Action,1.63,1.06,0.4,0.01,7.9,22nd Nov 13,2013.0
Just Cause 2    Read the review,X360,Square Enix,Action,1.6,0.59,0.83,0.02,7.8,23rd Mar 10,2010.0
Star Wars: The Force Unleashed II    Read the review,PS3,LucasArts,Action,1.51,0.8,0.5,0.0,7.8,26  Oct 10,2010.0
Metal Gear Rising: Revengeance    Read the review,PS3,Konami Digital Entertainment,Action,1.5,0.47,0.41,0.44,6.8,19  Feb 13,2013.0
Grand Theft Auto V    Read the review,PS3,Rockstar Games,Action,20.32,6.37,9.85,0.99,9.5,17  Sep 13,2013.0
Grand Theft Auto IV    Read the review,PS3,Rockstar Games,Action,10.57,4.79,3.73,0.44,9.0,29  Apr 08,2008.0
Uncharted 3: Drake's Deception    Read the review,PS3,Sony Computer Entertainment,Action,6.84,2.77,2.81,0.19,9.0,01  Nov 11,2011.0
Red Dead Redemption    Read the review,PS3,Rockstar Games,Action,6.57,2.82,2.58,0.17,9.1,11  Oct 11,2011.0
Metal Gear Solid 4: Guns of the Patriots    Read the review,PS3,Konami,Action,6.0,2.63,1.72,0.83,9.5,12  Jun 08,2008.0
Assassin's Creed II    Read the review,PS3,Ubisoft,Action,5.57,2.54,1.95,0.21,9.0,17  Nov 09,2009.0
Batman: Arkham City    Read the review,PS3,Warner Bros. Interactive,Action,5.54,2.72,1.89,0.11,9.5,18  Oct 11,2011.0
Resident Evil 5    Read the review,PS3,Capcom,Action,5.1,1.96,1.42,1.08,8.4,13  Mar 09,2009.0
Assassin's Creed    Read the review,PS3,Ubisoft,Action,4.83,1.91,2.01,0.09,7.5,13  Nov 07,2007.0
Batman: Arkham Asylum    Read the review,PS3,Eidos Interactive,Action,4.28,2.26,1.33,0.07,9.1,25  Aug 09,2009.0
Batman: Arkham Asylum    Read the review,X360,Eidos Interactive,Action,3.54,2.24,0.95,0.02,9.0,25  Aug 09,2009.0
Middle-Earth: Shadow of Mordor    Read the review,PS4,Warner Bros. Interactive Entertainment,Action,3.19,1.03,1.6,0.05,9.0,30  Sep 14,2014.0
Assassin's Creed: Brotherhood    Read the review,PS3,Ubisoft,Action,2.85,1.87,0.57,0.11,8.8,16  Nov 10,2010.0
Tomb Raider (2013)    Read the review,PS3,Square Enix,Action,2.51,0.6,1.45,0.08,8.7,05  Mar 13,2013.0
New Super Luigi U    Read the review,WiiU,Nintendo,Action,2.42,1.25,0.75,0.22,8.2,25  Aug 13,2013.0
God of War: Ascension    Read the review,PS3,Sony Computer Entertainment,Action,2.4,1.23,0.72,0.04,8.1,12  Mar 13,2013.0
Metal Gear Solid: Peace Walker    Read the review,PSP,Konami,Action,2.08,0.46,0.42,0.96,9.4,08  Jun 10,2010.0
Tom Clancy's Splinter Cell: Conviction    Read the review,X360,Ubisoft,Action,2.06,1.2,0.62,0.04,8.8,13  Apr 10,2010.0
Lego Marvel Super Heroes    Read the review,PS4,Warner Bros. Interactive Entertainment,Action,1.91,0.59,1.0,0.01,8.5,15  Nov 13,2013.0
inFAMOUS 2    Read the review,PS3,Sony Computer Entertainment,Action,1.87,1.05,0.48,0.08,8.9,07  Jun 11,2011.0
Star Wars: The Force Unleashed    Read the review,Wii,LucasArts,Action,1.86,1.11,0.56,0.0,7.3,16  Sep 08,2008.0
Kinect Star Wars    Read the review,X360,Microsoft Studios,Action,1.76,1.05,0.53,0.03,5.0,03rd Apr 12,2012.0
Dead Rising 3    Read the review,XOne,Microsoft Studios,Action,1.63,1.06,0.4,0.01,7.9,22nd Nov 13,2013.0
Just Cause 2    Read the review,X360,Square Enix,Action,1.6,0.59,0.83,0.02,7.8,23rd Mar 10,2010.0
Star Wars: The Force Unleashed II    Read the review,PS3,LucasArts,Action,1.51,0.8,0.5,0.0,7.8,26  Oct 10,2010.0
Metal Gear Rising: Revengeance    Read the review,PS3,Konami Digital Entertainment,Action,1.5,0.47,0.41,0.44,6.8,19  Feb 13,2013.0
Assassin's Creed: Bloodlines    Read the review,PSP,Ubisoft,Action,1.26,0.43,0.5,0.05,5.4,17  Nov 09,2009.0
LEGO Star Wars III: The Clone Wars    Read the review,PS3,LucasArts,Action,1.18,0.52,0.47,0.0,8.3,22nd Mar 11,2011.0
Disney Tangled    Read the review,DS,Disney Interactive Studios,Action,0.98,0.53,0.37,0.0,2.0,23rd Nov 10,2010.0
LEGO Pirates of the Caribbean: The Video Game    Read the review,PS3,Disney Interactive Studios,Action,0.96,0.36,0.44,0.0,6.8,10  May 11,2011.0
Brutal Legend    Read the review,PS3,Electronic Arts,Action,0.94,0.54,0.27,0.0,7.8,13  Oct 09,2009.0
Resident Evil: Revelations    Read the review,3DS,Capcom,Action,0.89,0.3,0.23,0.3,9.0,07  Feb 12,2012.0
Bayonetta 2    Read the review,WiiU,Nintendo,Action,0.86,0.37,0.32,0.1,8.8,24  Oct 14,2014.0
Thief    Read the review,PS4,Square Enix,Action,0.85,0.28,0.41,0.03,5.9,25  Feb 14,2014.0
ZombiU    Read the review,WiiU,Ubisoft,Action,0.84,0.35,0.37,0.05,8.2,18  Nov 12,2012.0
DmC Devil May Cry    Read the review,PS3,Capcom,Action,0.81,0.24,0.29,0.19,8.6,15  Jan 13,2013.0
X-Men Origins: Wolverine - Uncaged Edition    Read the review,PS3,Activision,Action,0.74,0.31,0.31,0.0,6.2,01  May 09,2009.0
Indiana Jones and the Staff of Kings    Read the review,Wii,LucasArts,Action,0.72,0.36,0.29,0.0,6.0,09  Jun 09,2009.0
Transformers: Revenge of the Fallen    Read the review,PS3,Activision,Action,0.7,0.28,0.3,0.0,7.0,23rd Jun 09,2009.0
Prince of Persia: The Forgotten Sands    Read the review,PS3,Ubisoft,Action,0.69,0.19,0.36,0.01,8.4,18  May 10,2010.0
Lollipop Chainsaw    Read the review,PS3,Warner Bros. Interactive Entertainment,Action,0.67,0.27,0.21,0.11,6.7,12  Jun 12,2012.0
Castlevania: Lords of Shadow    Read the review,X360,Konami,Action,0.66,0.42,0.17,0.01,8.5,05  Oct 10,2010.0
One Piece: Pirate Warriors 2    Read the review,PS3,Namco Bandai Games,Action,0.66,0.0,0.21,0.42,7.7,01  Jan 14,2014.0
Real Heroes: Firefighter    Read the review,Wii,Conspiracy Entertainment,Action,0.64,0.56,0.04,0.0,6.3,04  Aug 09,2009.0
Dead Island: Riptide    Read the review,PS3,Deep Silver,Action,0.64,0.26,0.21,0.07,7.1,23rd Apr 13,2013.0
The Lord of the Rings: Conquest    Read the review,X360,Electronic Arts,Action,0.63,0.37,0.2,0.0,5.3,13  Jan 09,2009.0
Transformers: Revenge of the Fallen    Read the review,X360,Activision,Action,0.63,0.34,0.23,0.0,7.0,23rd Jun 09,2009.0
Rise of Nightmares    Read the review,X360,Sega,Action,0.47,0.28,0.13,0.01,4.2,06  Sep 11,2011.0
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009    Read the review,DS,Konami,Action,0.4,0.27,0.01,0.09,8.3,19  May 09,2009.0
No More Heroes 2: Desperate Struggle    Read the review,Wii,Ubisoft,Action,0.4,0.2,0.11,0.04,8.9,26  Jan 10,2010.0
Iron Man 2    Read the review,PS3,Sega,Action,0.39,0.14,0.19,0.0,5.5,04  May 10,2010.0
Yakuza: Kiwami 2    Read the review,PS4,Sega,Action,0.37,0.08,0.06,0.19,7.0,28  Aug 18,2018.0
Spider-Man: Shattered Dimensions    Read the review,X360,Activision,Action,0.36,0.24,0.09,0.0,7.1,07  Sep 10,2010.0
Dead Rising: Chop Till You Drop    Read the review,Wii,Capcom,Action,0.29,0.15,0.07,0.05,7.7,24  Feb 09,2009.0
El Shaddai: Ascension of the Metatron    Read the review,PS3,Ignition Entertainment,Action,0.28,0.11,0.07,0.08,8.0,16  Aug 11,2011.0
Darksiders    Read the review,PS3,THQ,Action,0.28,0.02,0.14,0.02,8.2,05  Jan 10,2010.0
Shadows of the Damned    Read the review,PS3,Electronic Arts,Action,0.27,0.11,0.09,0.04,8.4,21  Jun 11,2011.0
Tokyo Jungle    Read the review,PS3,Sony Computer Entertainment,Action,0.26,0.0,0.0,0.26,7.5,31  Dec 20,2020.0
X-Men: Destiny    Read the review,X360,Activision,Action,0.24,0.18,0.04,0.0,5.0,27  Sep 11,2011.0
Prince of Persia: The Forgotten Sands    Read the review,Wii,Ubisoft,Action,0.24,0.1,0.11,0.0,8.1,18  May 10,2010.0
Silent Hill: Book of Memories    Read the review,PSV,Konami Digital Entertainment,Action,0.23,0.11,0.06,0.0,4.5,16  Oct 12,2012.0
Bladestorm: Nightmare    Read the review,PS4,Tecmo Koei,Action,0.22,0.11,0.04,0.03,6.0,03rd Mar 15,2015.0
Dante's Inferno    Read the review,PSP,Electronic Arts,Action,0.2,0.12,0.04,0.01,7.0,02nd Mar 10,2010.0
Dynasty Warriors: Gundam 3    Read the review,X360,Tecmo Koei,Action,0.18,0.11,0.03,0.02,7.5,28  Jun 11,2011.0
Captain America: Super Soldier    Read the review,X360,Sega,Action,0.17,0.11,0.05,0.0,5.5,19  Jul 11,2011.0
Aliens: Infestation    Read the review,DS,Sega,Action,0.17,0.09,0.05,0.0,7.0,11  Oct 11,2011.0
Saw II: Flesh & Blood    Read the review,X360,Konami,Action,0.15,0.1,0.04,0.0,5.0,19  Oct 10,2010.0
G.I. Joe: The Rise of Cobra    Read the review,DS,Electronic Arts,Action,0.14,0.11,0.01,0.0,6.1,04  Aug 09,2009.0
Killer is Dead    Read the review,X360,Xseed Games,Action,0.13,0.09,0.02,0.01,8.5,27  Aug 13,2013.0
Just Cause 2    Read the review,PC,Eidos Interactive,Action,0.12,0.0,0.11,0.0,7.8,23rd Mar 10,2010.0
Tenchu: Shadow Assassins    Read the review,PSP,Ubisoft,Action,0.12,0.03,0.03,0.05,7.9,24  Mar 09,2009.0
Retro Game Challenge    Read the review,DS,Xseed Games,Action,0.11,0.0,0.0,0.11,8.3,10  Feb 09,2009.0
Night at the Museum: Battle of the Smithsonian    Read the review,X360,Majesco,Action,0.11,0.07,0.03,0.0,5.3,05  May 09,2009.0
Naruto Shippuden: Naruto vs. Sasuke    Read the review,DS,Atlus,Action,0.11,0.07,0.0,0.03,5.6,16  Nov 10,2010.0
Dynasty Warriors 9    Read the review,XOne,Tecmo Koei,Action,0.08,0.06,0.01,0.0,7.0,13  Feb 18,2018.0
Devil May Cry HD Collection    Read the review,XOne,Capcom,Action,0.04,0.04,0.0,0.0,6.0,13  Mar 18,2018.0
Code of  Princess EX    Read the review,NS,Nicalis,Action,0.03,0.02,0.0,0.01,6.0,31  Jul 18,2018.0
Metal Gear Solid HD Collection    Read the review,PSV,Konami Digital Entertainment,Action,0.03,0.03,0.01,0.0,8.0,12  Jun 12,2012.0
Titan Quest    Read the review,PS4,THQ Nordic,Action,0.02,0.02,0.0,0.0,6.0,20  Mar 18,2018.0
Shaq-Fu: A Legend Reborn    Read the review,NS,Wired Productions,Action,0.02,0.02,0.0,0.0,3.0,05  Jun 18,2018.0
Sumioni    Read the review,PSV,Unknown,Action,0.01,0.0,0.0,0.01,4.3,0,0.0
The Last of Us    Read the review,PS3,Sony Computer Entertainment America,Action-Adventure,6.27,2.41,2.57,0.29,9.5,14  Jun 13,2013.0
Assassin's Creed IV: Black Flag    Read the review,PS3,Ubisoft,Action-Adventure,3.94,1.34,1.86,0.13,9.1,29  Oct 13,2013.0
inFAMOUS: Second Son    Read the review,PS4,Sony Computer Entertainment,Action-Adventure,3.01,1.35,1.09,0.07,8.2,21  Mar 14,2014.0
Kinect: Disneyland Adventures    Read the review,X360,Microsoft Studios,Action-Adventure,2.41,1.73,0.43,0.02,6.8,15  Nov 11,2011.0
Metal Gear Solid V: Ground Zeroes    Read the review,PS4,Konami Digital Entertainment,Action-Adventure,1.2,0.36,0.5,0.17,7.8,18  Mar 14,2014.0
Tom Clancy's Splinter Cell: Blacklist    Read the review,X360,Ubisoft,Action-Adventure,1.0,0.57,0.33,0.01,7.0,20  Aug 13,2013.0
Darksiders II    Read the review,X360,THQ,Action-Adventure,0.79,0.45,0.27,0.0,8.4,14  Aug 12,2012.0
Pok̩Park 2: Wonders Beyond    Read the review,Wii,Nintendo,Action-Adventure,0.76,0.26,0.19,0.27,6.4,27  Feb 12,2012.0
LEGO The Hobbit    Read the review,PS4,Warner Bros. Interactive Entertainment,Action-Adventure,0.62,0.14,0.39,0.0,7.7,08  Apr 14,2014.0
State of Decay 2    Read the review,XOne,Microsoft Studios,Action-Adventure,0.46,0.27,0.14,0.0,6.0,22nd May 18,2018.0
Terraria    Read the review,PS3,505 Games,Action-Adventure,0.45,0.09,0.21,0.09,8.8,30  Jul 13,2013.0
One Piece Unlimited World: Red    Read the review,3DS,Namco Bandai Games,Action-Adventure,0.39,0.05,0.05,0.28,7.0,08  Jul 14,2014.0
Murdered: Soul Suspect    Read the review,PS4,Square Enix,Action-Adventure,0.33,0.09,0.17,0.02,6.0,03rd Jun 14,2014.0
The LEGO Movie Videogame    Read the review,PSV,Warner Bros. Interactive Entertainment,Action-Adventure,0.31,0.04,0.2,0.0,7.0,07  Feb 14,2014.0
