Title,Platforms,Publisher,Genre,Total_Sales,USA_Sales,EUR_Sales,Japan_Sales,Rating,Release_Date,Year
Ace Attorney Investigations: Miles Edgeworth    Read the review,DS,Capcom,Adventure,0.7,0.23,0.14,0.3,8.4,16  Feb 10,2010.0
Silent Hill: Shattered Memories    Read the review,Wii,Konami,Adventure,0.47,0.22,0.19,0.01,8.9,08  Dec 09,2009.0
Ghost Trick: Phantom Detective    Read the review,DS,Capcom,Adventure,0.38,0.17,0.08,0.12,8.5,11  Jan 11,2011.0
Danganronpa: Trigger Happy Havoc    Read the review,PSV,NIS America,Adventure,0.34,0.09,0.06,0.15,8.2,11  Feb 14,2014.0
Trace Memory    Read the review,DS,Nintendo,Adventure,0.29,0.15,0.01,0.12,6.7,26  Sep 05,2005.0
Danganronpa 2: Goodbye Despair    Read the review,PSV,NIS America,Adventure,0.18,0.08,0.05,0.0,8.5,02nd Sep 14,2014.0
Journey    Read the review,PSN,Sony Computer Entertainment America,Adventure,0.17,0.04,0.11,0.0,9.0,28  Aug 12,2012.0
Life is Strange    Read the review,XOne,Square Enix,Adventure,0.12,0.08,0.03,0.0,8.3,19  Jan 16,2016.0
The Great Ace Attorney 2 - The Resolve of Ryuunosuke Naruhodou    Read the review,3DS,Capcom,Adventure,0.12,0.0,0.0,0.12,7.0,03rd Aug 17,2017.0
Obscure: The Aftermath    Read the review,PSP,Playlogic Game Factory,Adventure,0.09,0.05,0.03,0.0,6.4,29  Sep 09,2009.0
"Flower, Sun, and Rain    Read the review",DS,Marvelous Interactive,Adventure,0.07,0.06,0.0,0.0,4.0,15  Jun 09,2009.0
Don't Starve    Read the review,PS4,Klei Entertainment,Adventure,0.05,0.04,0.0,0.0,7.2,17  Apr 18,2018.0
Death Mark    Read the review,PSV,Experience Inc.,Adventure,0.03,0.0,0.0,0.03,8.0,01  Jun 17,2017.0
NG    Read the review,PSV,Experience Inc.,Adventure,0.01,0.0,0.0,0.01,7.0,13  Sep 18,2018.0
Sesame Street: Once Upon A Monster    Read the review,X360,Warner Bros. Interactive,Education,0.52,0.39,0.09,0.0,7.8,11  Oct 11,2011.0
Super Smash Bros. Brawl    Read the review,Wii,Nintendo,Fighting,12.91,6.64,2.57,2.67,9.2,09  Mar 08,2008.0
Super Smash Bros. for 3DS    Read the review,3DS,Nintendo,Fighting,8.32,3.73,1.5,2.55,8.6,03rd Oct 14,2014.0
Street Fighter IV    Read the review,X360,Capcom,Fighting,2.95,1.83,0.7,0.15,9.1,17  Feb 09,2009.0
Mortal Kombat (2011)    Read the review,PS3,Warner Bros. Interactive Entertainment,Fighting,2.9,1.98,0.54,0.0,8.5,19  Apr 11,2011.0
Tekken: Dark Resurrection    Read the review,PSP,Namco Bandai,Fighting,2.62,0.76,1.1,0.12,8.9,25  Jul 06,2006.0
Dissidia: Final Fantasy    Read the review,PSP,Square Enix,Fighting,2.24,0.51,0.51,0.91,8.9,25  Aug 09,2009.0
Dragon Ball FighterZ    Read the review,PS4,Namco Bandai Games,Fighting,1.46,0.61,0.51,0.12,7.0,26  Jan 18,2018.0
UFC Undisputed 2010    Read the review,PS3,THQ,Fighting,1.42,0.8,0.4,0.02,7.5,25  May 10,2010.0
WWE '12    Read the review,X360,THQ,Fighting,1.27,0.74,0.4,0.0,7.6,22nd Nov 11,2011.0
Super Street Fighter IV: 3D Edition    Read the review,3DS,Capcom,Fighting,1.22,0.55,0.45,0.14,8.7,27  Mar 11,2011.0
Naruto Shippuden: Ultimate Ninja Storm 2    Read the review,PS3,Namco Bandai,Fighting,1.21,0.42,0.47,0.15,8.2,19  Oct 10,2010.0
Tekken Tag Tournament 2    Read the review,PS3,Namco Bandai Games,Fighting,0.86,0.28,0.33,0.13,8.0,11  Sep 12,2012.0
Dragon Ball: Raging Blast 2    Read the review,PS3,Namco Bandai,Fighting,0.83,0.43,0.19,0.11,6.4,02nd Nov 10,2010.0
SoulCalibur V    Read the review,PS3,Namco Bandai,Fighting,0.76,0.35,0.24,0.07,7.8,31  Jan 12,2012.0
SoulCalibur VI    Read the review,PS4,Bandai Namco Games,Fighting,0.71,0.44,0.11,0.04,7.0,19  Oct 18,2018.0
Super Smash Bros. Brawl    Read the review,Wii,Nintendo,Fighting,12.91,6.64,2.57,2.67,9.2,09  Mar 08,2008.0
Super Smash Bros. for 3DS    Read the review,3DS,Nintendo,Fighting,8.32,3.73,1.5,2.55,8.6,03rd Oct 14,2014.0
Street Fighter IV    Read the review,X360,Capcom,Fighting,2.95,1.83,0.7,0.15,9.1,17  Feb 09,2009.0
Mortal Kombat (2011)    Read the review,PS3,Warner Bros. Interactive Entertainment,Fighting,2.9,1.98,0.54,0.0,8.5,19  Apr 11,2011.0
Tekken: Dark Resurrection    Read the review,PSP,Namco Bandai,Fighting,2.62,0.76,1.1,0.12,8.9,25  Jul 06,2006.0
Dissidia: Final Fantasy    Read the review,PSP,Square Enix,Fighting,2.24,0.51,0.51,0.91,8.9,25  Aug 09,2009.0
Dragon Ball FighterZ    Read the review,PS4,Namco Bandai Games,Fighting,1.46,0.61,0.51,0.12,7.0,26  Jan 18,2018.0
UFC Undisputed 2010    Read the review,PS3,THQ,Fighting,1.42,0.8,0.4,0.02,7.5,25  May 10,2010.0
WWE '12    Read the review,X360,THQ,Fighting,1.27,0.74,0.4,0.0,7.6,22nd Nov 11,2011.0
Super Street Fighter IV: 3D Edition    Read the review,3DS,Capcom,Fighting,1.22,0.55,0.45,0.14,8.7,27  Mar 11,2011.0
Naruto Shippuden: Ultimate Ninja Storm 2    Read the review,PS3,Namco Bandai,Fighting,1.21,0.42,0.47,0.15,8.2,19  Oct 10,2010.0
Tekken Tag Tournament 2    Read the review,PS3,Namco Bandai Games,Fighting,0.86,0.28,0.33,0.13,8.0,11  Sep 12,2012.0
Dragon Ball: Raging Blast 2    Read the review,PS3,Namco Bandai,Fighting,0.83,0.43,0.19,0.11,6.4,02nd Nov 10,2010.0
SoulCalibur V    Read the review,PS3,Namco Bandai,Fighting,0.76,0.35,0.24,0.07,7.8,31  Jan 12,2012.0
SoulCalibur VI    Read the review,PS4,Bandai Namco Games,Fighting,0.71,0.44,0.11,0.04,7.0,19  Oct 18,2018.0
Legends of WrestleMania    Read the review,PS3,THQ,Fighting,0.55,0.3,0.17,0.0,7.0,24  Mar 09,2009.0
Dragon Ball: Raging Blast    Read the review,X360,Namco Bandai,Fighting,0.51,0.36,0.08,0.02,6.5,10  Nov 09,2009.0
Virtua Fighter 5 Online    Read the review,X360,Sega,Fighting,0.28,0.2,0.02,0.03,8.7,30  Oct 07,2007.0
FaceBreaker K.O. Party     Read the review,Wii,Electronic Arts,Fighting,0.22,0.19,0.01,0.0,6.5,11  Nov 08,2008.0
Transformers: Prime    Read the review,3DS,Activision,Fighting,0.19,0.14,0.03,0.0,3.4,30  Oct 12,2012.0
TNA iMPACT!    Read the review,Wii,Midway Games,Fighting,0.16,0.14,0.01,0.0,4.9,16  Sep 08,2008.0
Dead or Alive 5 Plus    Read the review,PSV,Tecmo Koei,Fighting,0.1,0.0,0.06,0.03,8.0,19  Mar 13,2013.0
Fire Pro Wrestling Returns    Read the review,PS2,Agetec,Fighting,0.09,0.04,0.03,0.0,7.9,13  Nov 07,2007.0
BlazBlue: Cross Tag Battle    Read the review,PS4,Arc System Works,Fighting,0.08,0.04,0.0,0.03,7.0,05  Jun 18,2018.0
Tournament of Legends    Read the review,Wii,Sega,Fighting,0.07,0.04,0.02,0.0,5.2,06  Jul 10,2010.0
SNK Heroines Tag Team Frenzy    Read the review,NS,NIS America,Fighting,0.05,0.02,0.01,0.01,6.0,07  Sep 18,2018.0
Blade Strangers    Read the review,NS,Nicalis,Fighting,0.04,0.03,0.0,0.0,7.0,28  Aug 18,2018.0
Wii Play    Read the review,Wii,Nintendo,Misc,28.92,13.96,9.18,2.93,5.3,12  Feb 07,2007.0
Minecraft    Read the review,X360,Microsoft Studios,Misc,9.82,5.96,2.94,0.02,8.8,04  Jun 13,2013.0
Rayman Raving Rabbids: TV Party    Read the review,Wii,Ubisoft,Misc,2.03,0.72,1.08,0.0,7.9,18  Nov 08,2008.0
The Beatles: Rock Band    Read the review,Wii,MTV Games,Misc,1.71,1.17,0.39,0.0,9.0,09  Sep 09,2009.0
Rock Band    Read the review,PS3,MTV Games,Misc,1.62,0.99,0.41,0.0,9.1,20  Nov 07,2007.0
Rock Band 2    Read the review,PS3,MTV Games,Misc,1.5,1.13,0.2,0.0,9.3,19  Oct 08,2008.0
The Beatles: Rock Band    Read the review,PS3,MTV Games,Misc,1.12,0.67,0.29,0.0,9.0,09  Sep 09,2009.0
SingStar Legends    Read the review,PS2,Sony Computer Entertainment,Misc,1.1,0.12,0.75,0.0,7.5,04  Nov 08,2008.0
DJ Hero    Read the review,X360,Activision,Misc,1.09,0.59,0.39,0.0,8.0,27  Oct 09,2009.0
Skylanders Giants    Read the review,PS3,Activision,Misc,1.07,0.38,0.52,0.0,8.3,21  Oct 12,2012.0
Rock Band 2    Read the review,Wii,MTV Games,Misc,1.02,0.93,0.01,0.0,9.3,18  Dec 08,2008.0
Killzone: Mercenary    Read the review,PSV,Sony Computer Entertainment America,Misc,0.92,0.2,0.47,0.04,9.0,10  Sep 13,2013.0
DJ Hero    Read the review,PS3,Activision,Misc,0.9,0.42,0.34,0.0,8.0,27  Oct 09,2009.0
Wii Play    Read the review,Wii,Nintendo,Misc,28.92,13.96,9.18,2.93,5.3,12  Feb 07,2007.0
Minecraft    Read the review,X360,Microsoft Studios,Misc,9.82,5.96,2.94,0.02,8.8,04  Jun 13,2013.0
Rayman Raving Rabbids: TV Party    Read the review,Wii,Ubisoft,Misc,2.03,0.72,1.08,0.0,7.9,18  Nov 08,2008.0
The Beatles: Rock Band    Read the review,Wii,MTV Games,Misc,1.71,1.17,0.39,0.0,9.0,09  Sep 09,2009.0
Rock Band    Read the review,PS3,MTV Games,Misc,1.62,0.99,0.41,0.0,9.1,20  Nov 07,2007.0
Rock Band 2    Read the review,PS3,MTV Games,Misc,1.5,1.13,0.2,0.0,9.3,19  Oct 08,2008.0
The Beatles: Rock Band    Read the review,PS3,MTV Games,Misc,1.12,0.67,0.29,0.0,9.0,09  Sep 09,2009.0
SingStar Legends    Read the review,PS2,Sony Computer Entertainment,Misc,1.1,0.12,0.75,0.0,7.5,04  Nov 08,2008.0
DJ Hero    Read the review,X360,Activision,Misc,1.09,0.59,0.39,0.0,8.0,27  Oct 09,2009.0
Skylanders Giants    Read the review,PS3,Activision,Misc,1.07,0.38,0.52,0.0,8.3,21  Oct 12,2012.0
Rock Band 2    Read the review,Wii,MTV Games,Misc,1.02,0.93,0.01,0.0,9.3,18  Dec 08,2008.0
Killzone: Mercenary    Read the review,PSV,Sony Computer Entertainment America,Misc,0.92,0.2,0.47,0.04,9.0,10  Sep 13,2013.0
DJ Hero    Read the review,PS3,Activision,Misc,0.9,0.42,0.34,0.0,8.0,27  Oct 09,2009.0
Buzz! Quiz TV    Read the review,PS3,Sony Computer Entertainment,Misc,0.88,0.28,0.47,0.0,8.7,23rd Sep 08,2008.0
Rock Band 3    Read the review,X360,MTV Games,Misc,0.88,0.73,0.09,0.0,9.4,26  Oct 10,2010.0
Guitar Hero: Warriors of Rock    Read the review,X360,Activision,Misc,0.86,0.47,0.31,0.0,8.2,28  Sep 10,2010.0
DJ Hero 2    Read the review,X360,Activision,Misc,0.83,0.65,0.12,0.0,8.3,19  Oct 10,2010.0
DJ Hero    Read the review,Wii,Activision,Misc,0.78,0.47,0.23,0.0,8.0,27  Oct 09,2009.0
LEGO Rock Band    Read the review,Wii,Warner Bros. Interactive,Misc,0.7,0.41,0.22,0.0,6.8,03rd Nov 09,2009.0
Tales of Symphonia Chronicles    Read the review,PS3,Namco Bandai Games,Misc,0.54,0.21,0.13,0.13,8.3,25  Feb 14,2014.0
Theatrhythm: Final Fantasy    Read the review,3DS,Square Enix,Misc,0.51,0.22,0.07,0.18,8.5,03rd Jul 12,2012.0
Disney Guilty Party    Read the review,Wii,Disney Interactive Studios,Misc,0.45,0.42,0.0,0.0,7.5,31  Aug 10,2010.0
Trials Fusion    Read the review,PS4,Ubisoft,Misc,0.43,0.13,0.23,0.01,7.6,16  Apr 14,2014.0
Just Dance: Summer Party    Read the review,Wii,Ubisoft,Misc,0.42,0.4,0.0,0.0,5.8,19  Jul 11,2011.0
Green Day: Rock Band    Read the review,PS3,MTV Games,Misc,0.41,0.19,0.15,0.0,8.3,08  Jun 10,2010.0
Phoenix Wright: Ace Attorney - Dual Destinies    Read the review,3DS,Unknown,Misc,0.38,0.0,0.0,0.38,8.8,01  Jan 14,2014.0
Drakengard 3    Read the review,PS3,Square Enix,Misc,0.32,0.11,0.0,0.19,5.5,20  May 14,2014.0
GRID 2    Read the review,X360,Codemasters,Misc,0.27,0.08,0.17,0.0,8.3,28  May 13,2013.0
Dreamcast Collection    Read the review,X360,Sega,Misc,0.24,0.16,0.06,0.0,4.0,22nd Feb 11,2011.0
Dead or Alive Paradise    Read the review,PSP,Tecmo,Misc,0.2,0.08,0.02,0.07,3.7,30  Mar 10,2010.0
You Don't Know Jack    Read the review,PS3,THQ,Misc,0.18,0.16,0.0,0.0,9.0,08  Feb 11,2011.0
Skylanders Giants    Read the review,3DS,Activision,Misc,0.16,0.13,0.01,0.0,5.9,21  Oct 12,2012.0
Major Minor's Majestic March    Read the review,Wii,Majesco,Misc,0.05,0.05,0.0,0.0,4.5,02nd Apr 09,2009.0
Yaiba: Ninja Gaiden Z    Read the review,X360,Tecmo Koei,Misc,0.05,0.03,0.01,0.0,4.5,04  Mar 14,2014.0
SNK 40th Anniversary Collection    Read the review,NS,NIS America,Misc,0.03,0.02,0.0,0.0,7.0,13  Nov 18,2018.0
Ninja Gaiden Sigma 2    Read the review,PSV,Tecmo Koei,Misc,0.01,0.0,0.0,0.01,7.1,26  Feb 13,2013.0
Dokuro    Read the review,PSV,GungHo,Misc,0.01,0.0,0.0,0.01,7.5,05  Jul 12,2012.0
Little King's Story    Read the review,PSV,Konami Digital Entertainment,Misc,0.01,0.0,0.01,0.0,7.0,02nd Oct 12,2012.0
World of Warcraft: Cataclysm    Read the review,PC,Blizzard Entertainment,MMO,2.09,1.77,0.32,0.0,9.0,07  Dec 10,2010.0
World of Warcraft: Mists of Pandaria    Read the review,PC,Blizzard Entertainment,MMO,1.81,0.84,0.76,0.0,8.4,25  Sep 12,2012.0
The Elder Scrolls Online    Read the review,PC,Bethesda Softworks,MMO,1.02,0.35,0.59,0.0,6.9,04  Apr 14,2014.0
DC Universe Online    Read the review,PC,Sony Online Entertainment,MMO,0.23,0.16,0.06,0.0,7.7,11  Jan 11,2011.0
Kinect Adventures!    Read the review,X360,Microsoft Game Studios,Party,22.1,15.09,4.97,0.24,6.2,04  Nov 10,2010.0
Nintendo Land    Read the review,WiiU,Nintendo,Party,4.63,2.52,1.23,0.51,8.0,18  Nov 12,2012.0
Wii Party U    Read the review,WiiU,Nintendo,Party,1.88,0.3,0.66,0.84,5.5,25  Oct 13,2013.0
Game & Wario    Read the review,WiiU,Nintendo,Party,0.25,0.06,0.06,0.12,4.0,23rd Jun 13,2013.0
Rhythm Heaven    Read the review,DS,Nintendo,Music,3.12,0.55,0.5,1.93,8.9,05  Apr 09,2009.0
Dance Central 2    Read the review,X360,Microsoft,Music,2.04,1.45,0.41,0.01,7.2,25  Oct 11,2011.0
Rhythm Heaven    Read the review,DS,Nintendo,Music,3.12,0.55,0.5,1.93,8.9,05  Apr 09,2009.0
Dance Central 2    Read the review,X360,Microsoft,Music,2.04,1.45,0.41,0.01,7.2,25  Oct 11,2011.0
New Super Mario Bros. Wii    Read the review,Wii,Nintendo,Platform,28.51,14.53,7.01,4.7,9.1,15  Nov 09,2009.0
Super Mario 3D Land    Read the review,3DS,Nintendo,Platform,11.56,5.1,3.46,2.15,9.1,13  Nov 11,2011.0
New Super Mario Bros. 2    Read the review,3DS,Nintendo,Platform,11.33,3.95,4.07,2.59,7.6,19  Aug 12,2012.0
Super Mario Galaxy 2    Read the review,Wii,Nintendo,Platform,7.57,3.59,2.37,0.98,9.6,23rd May 10,2010.0
Donkey Kong Country Returns    Read the review,Wii,Nintendo,Platform,6.5,3.19,1.81,1.03,8.6,21  Nov 10,2010.0
New Super Mario Bros. U    Read the review,WiiU,Nintendo,Platform,5.62,2.3,1.63,1.32,8.2,18  Nov 12,2012.0
Super Mario 3D World    Read the review,WiiU,Nintendo,Platform,5.01,2.31,1.54,0.79,9.3,22nd Nov 13,2013.0
LittleBigPlanet 2    Read the review,PS3,Sony Computer Entertainment,Platform,3.43,1.83,1.07,0.06,9.3,18  Jan 11,2011.0
Ratchet & Clank Future: Tools of Destruction    Read the review,PS3,Sony Computer Entertainment,Platform,2.57,0.93,1.1,0.08,8.8,23rd Oct 07,2007.0
LittleBigPlanet 3    Read the review,PS4,Sony Computer Entertainment,Platform,2.06,0.78,0.93,0.01,7.5,18  Nov 14,2014.0
Ratchet & Clank Future: A Crack in Time    Read the review,PS3,Sony Computer Entertainment,Platform,1.89,1.05,0.55,0.03,8.3,27  Oct 09,2009.0
Donkey Kong Country: Tropical Freeze    Read the review,WiiU,Nintendo,Platform,1.71,0.74,0.68,0.16,7.4,21  Feb 14,2014.0
Kirby's Return to Dreamland    Read the review,Wii,Nintendo,Platform,1.66,0.58,0.21,0.79,7.8,24  Oct 11,2011.0
Sonic Generations    Read the review,PS3,Sega,Platform,1.59,0.6,0.72,0.02,8.3,01  Nov 11,2011.0
LittleBigPlanet PS Vita    Read the review,PSV,Sony Computer Entertainment,Platform,1.38,0.36,0.69,0.02,9.0,25  Sep 12,2012.0
Sonic Colors    Read the review,DS,Sega,Platform,1.3,0.69,0.48,0.01,8.3,16  Nov 10,2010.0
Wario Land: Shake It!    Read the review,Wii,Nintendo,Platform,1.15,0.59,0.31,0.15,7.9,22nd Sep 08,2008.0
New Super Mario Bros. Wii    Read the review,Wii,Nintendo,Platform,28.51,14.53,7.01,4.7,9.1,15  Nov 09,2009.0
Super Mario 3D Land    Read the review,3DS,Nintendo,Platform,11.56,5.1,3.46,2.15,9.1,13  Nov 11,2011.0
New Super Mario Bros. 2    Read the review,3DS,Nintendo,Platform,11.33,3.95,4.07,2.59,7.6,19  Aug 12,2012.0
Super Mario Galaxy 2    Read the review,Wii,Nintendo,Platform,7.57,3.59,2.37,0.98,9.6,23rd May 10,2010.0
Donkey Kong Country Returns    Read the review,Wii,Nintendo,Platform,6.5,3.19,1.81,1.03,8.6,21  Nov 10,2010.0
New Super Mario Bros. U    Read the review,WiiU,Nintendo,Platform,5.62,2.3,1.63,1.32,8.2,18  Nov 12,2012.0
Super Mario 3D World    Read the review,WiiU,Nintendo,Platform,5.01,2.31,1.54,0.79,9.3,22nd Nov 13,2013.0
LittleBigPlanet 2    Read the review,PS3,Sony Computer Entertainment,Platform,3.43,1.83,1.07,0.06,9.3,18  Jan 11,2011.0
Ratchet & Clank Future: Tools of Destruction    Read the review,PS3,Sony Computer Entertainment,Platform,2.57,0.93,1.1,0.08,8.8,23rd Oct 07,2007.0
LittleBigPlanet 3    Read the review,PS4,Sony Computer Entertainment,Platform,2.06,0.78,0.93,0.01,7.5,18  Nov 14,2014.0
Ratchet & Clank Future: A Crack in Time    Read the review,PS3,Sony Computer Entertainment,Platform,1.89,1.05,0.55,0.03,8.3,27  Oct 09,2009.0
Donkey Kong Country: Tropical Freeze    Read the review,WiiU,Nintendo,Platform,1.71,0.74,0.68,0.16,7.4,21  Feb 14,2014.0
Kirby's Return to Dreamland    Read the review,Wii,Nintendo,Platform,1.66,0.58,0.21,0.79,7.8,24  Oct 11,2011.0
Sonic Generations    Read the review,PS3,Sega,Platform,1.59,0.6,0.72,0.02,8.3,01  Nov 11,2011.0
LittleBigPlanet PS Vita    Read the review,PSV,Sony Computer Entertainment,Platform,1.38,0.36,0.69,0.02,9.0,25  Sep 12,2012.0
Sonic Colors    Read the review,DS,Sega,Platform,1.3,0.69,0.48,0.01,8.3,16  Nov 10,2010.0
Wario Land: Shake It!    Read the review,Wii,Nintendo,Platform,1.15,0.59,0.31,0.15,7.9,22nd Sep 08,2008.0
Kirby: Mass Attack    Read the review,DS,Nintendo,Platform,1.0,0.48,0.06,0.41,9.0,19  Sep 11,2011.0
Ratchet & Clank Collection    Read the review,PS3,Sony Computer Entertainment,Platform,0.75,0.47,0.14,0.02,8.6,28  Aug 12,2012.0
The Sly Collection    Read the review,PS3,Sony Computer Entertainment,Platform,0.69,0.52,0.08,0.01,9.0,09  Nov 10,2010.0
Kirby's Dream Collection: Special Edition    Read the review,Wii,Nintendo,Platform,0.69,0.33,0.0,0.33,8.2,16  Sep 12,2012.0
Rayman Legends    Read the review,WiiU,Ubisoft,Platform,0.68,0.25,0.35,0.03,9.4,03rd Sep 13,2013.0
Rayman 3D    Read the review,3DS,Ubisoft,Platform,0.64,0.23,0.36,0.0,6.7,22nd Mar 11,2011.0
Rayman Origins    Read the review,PSV,Ubisoft,Platform,0.59,0.12,0.37,0.0,9.1,14  Feb 12,2012.0
Secret Agent Clank(US sales)    Read the review,PSP,Sony Computer Entertainment,Platform,0.55,0.33,0.22,0.0,7.0,17  Jun 08,2008.0
Castlevania: Order of Ecclesia    Read the review,DS,Konami,Platform,0.37,0.27,0.03,0.04,8.3,21  Oct 08,2008.0
Rayman Legends    Read the review,PSV,Ubisoft,Platform,0.16,0.01,0.12,0.0,9.4,03rd Sep 13,2013.0
BIT.TRIP SAGA    Read the review,3DS,Aksys Games,Platform,0.14,0.09,0.04,0.0,8.3,13  Sep 11,2011.0
Ice Age: Dawn of the Dinosaurs    Read the review,X360,Activision,Platform,0.12,0.09,0.03,0.0,6.9,30  Jun 09,2009.0
Lost in Shadow    Read the review,Wii,Hudson Soft,Platform,0.12,0.09,0.0,0.01,6.6,04  Jan 11,2011.0
Ratchet & Clank Future: Quest for Booty    Read the review,PSN,Sony Computer Entertainment,Platform,0.09,0.01,0.06,0.0,8.0,21  Aug 08,2008.0
Monster Tale    Read the review,DS,Majesco,Platform,0.06,0.06,0.0,0.0,8.5,22nd Mar 11,2011.0
Ice Age: Dawn of the Dinosaurs    Read the review,PC,Activision,Platform,0.02,0.02,0.0,0.0,6.9,30  Jun 09,2009.0
The Liar Princess and the Blind Prince     Read the review,PSV,Nippon Ichi Software,Platform,0.01,0.0,0.0,0.01,6.0,31  May 18,2018.0
Scribblenauts    Read the review,DS,Warner Bros. Interactive,Puzzle,2.17,1.67,0.3,0.02,8.8,15  Sep 09,2009.0
Professor Layton and the Mask of Miracle    Read the review,3DS,Nintendo,Puzzle,1.84,0.32,1.05,0.36,8.5,28  Oct 12,2012.0
Gardening Mama    Read the review,DS,Majesco,Puzzle,1.36,0.79,0.42,0.01,5.9,31  Mar 09,2009.0
Boom Blox    Read the review,Wii,Electronic Arts,Puzzle,1.21,0.71,0.38,0.0,8.5,06  May 08,2008.0
Lumines: Puzzle Fusion    Read the review,PSP,Ubisoft,Puzzle,1.11,0.52,0.35,0.0,8.7,22nd Mar 05,2005.0
Catherine    Read the review,PS3,Atlus,Puzzle,0.71,0.3,0.15,0.2,8.7,26  Jul 11,2011.0
Scribblenauts: Unlimited    Read the review,WiiU,Warner Bros. Interactive Entertainment,Puzzle,0.38,0.25,0.1,0.0,7.3,18  Nov 12,2012.0
Lumines: Electronic Symphony     Read the review,PSV,Ubisoft,Puzzle,0.24,0.09,0.1,0.01,8.2,14  Feb 12,2012.0
Scribblenauts    Read the review,DS,Warner Bros. Interactive,Puzzle,2.17,1.67,0.3,0.02,8.8,15  Sep 09,2009.0
Professor Layton and the Mask of Miracle    Read the review,3DS,Nintendo,Puzzle,1.84,0.32,1.05,0.36,8.5,28  Oct 12,2012.0
Gardening Mama    Read the review,DS,Majesco,Puzzle,1.36,0.79,0.42,0.01,5.9,31  Mar 09,2009.0
Boom Blox    Read the review,Wii,Electronic Arts,Puzzle,1.21,0.71,0.38,0.0,8.5,06  May 08,2008.0
Lumines: Puzzle Fusion    Read the review,PSP,Ubisoft,Puzzle,1.11,0.52,0.35,0.0,8.7,22nd Mar 05,2005.0
Catherine    Read the review,PS3,Atlus,Puzzle,0.71,0.3,0.15,0.2,8.7,26  Jul 11,2011.0
Scribblenauts: Unlimited    Read the review,WiiU,Warner Bros. Interactive Entertainment,Puzzle,0.38,0.25,0.1,0.0,7.3,18  Nov 12,2012.0
Lumines: Electronic Symphony     Read the review,PSV,Ubisoft,Puzzle,0.24,0.09,0.1,0.01,8.2,14  Feb 12,2012.0
Marble Saga: Kororinpa    Read the review,Wii,Konami,Puzzle,0.16,0.09,0.05,0.0,7.8,17  Mar 09,2009.0
Touch My Katamari     Read the review,PSV,Namco Bandai Games,Puzzle,0.14,0.07,0.04,0.0,7.0,21  Feb 12,2012.0
Puchi Puchi Virus    Read the review,DS,NIS America,Puzzle,0.09,0.08,0.0,0.0,8.0,20  May 09,2009.0
Sudoku Ball Detective    Read the review,DS,Playlogic Game Factory,Puzzle,0.06,0.06,0.0,0.0,4.4,22nd Sep 09,2009.0
Ivy the Kiwi?    Read the review,DS,Xseed Games,Puzzle,0.05,0.04,0.0,0.0,7.0,24  Aug 10,2010.0
World of Goo    Read the review,PC,Take-Two Interactive,Puzzle,0.03,0.0,0.03,0.0,9.5,21  Oct 08,2008.0
Mario Kart Wii    Read the review,Wii,Nintendo,Racing,35.98,15.91,12.92,3.8,8.7,27  Apr 08,2008.0
Mario Kart 7    Read the review,3DS,Nintendo,Racing,15.49,6.03,5.35,3.0,9.0,04  Dec 11,2011.0
Forza Motorsport 4    Read the review,X360,Microsoft Studios,Racing,4.6,2.08,1.98,0.06,9.0,11  Oct 11,2011.0
Gran Turismo 5 Prologue    Read the review,PS3,Sony Computer Entertainment,Racing,4.2,1.28,1.83,0.57,8.4,15  Apr 08,2008.0
MotorStorm    Read the review,PS3,Sony Computer Entertainment,Racing,3.87,1.53,1.61,0.06,8.5,06  Mar 07,2007.0
Gran Turismo    Read the review,PSP,Sony Computer Entertainment,Racing,2.93,0.43,1.4,0.31,7.5,01  Oct 09,2009.0
Need for Speed: Hot Pursuit    Read the review,PS3,Electronic Arts,Racing,2.81,1.05,1.24,0.03,8.3,16  Nov 10,2010.0
Need for Speed: Shift    Read the review,PS3,Electronic Arts,Racing,2.65,0.69,1.4,0.04,8.6,15  Sep 09,2009.0
Need for Speed Rivals    Read the review,PS4,Electronic Arts,Racing,2.17,0.75,1.04,0.03,6.5,15  Nov 13,2013.0
Need for Speed: Undercover    Read the review,PS3,Electronic Arts,Racing,2.06,0.63,1.01,0.05,6.0,17  Nov 08,2008.0
Need for Speed: Shift    Read the review,X360,Electronic Arts,Racing,1.91,0.73,0.96,0.01,8.6,15  Sep 09,2009.0
Sonic & SEGA All-Stars Racing    Read the review,Wii,Sega,Racing,1.45,0.61,0.69,0.0,8.0,23rd Feb 10,2010.0
Need for Speed: The Run    Read the review,X360,Electronic Arts,Racing,1.37,0.63,0.57,0.0,6.8,15  Nov 11,2011.0
DiRT    Read the review,PS3,Codemasters,Racing,1.05,0.16,0.66,0.0,8.0,11  Sep 07,2007.0
DiRT 2    Read the review,PS3,Codemasters,Racing,0.99,0.27,0.53,0.0,8.5,08  Sep 09,2009.0
Mario Kart Wii    Read the review,Wii,Nintendo,Racing,35.98,15.91,12.92,3.8,8.7,27  Apr 08,2008.0
Mario Kart 7    Read the review,3DS,Nintendo,Racing,15.49,6.03,5.35,3.0,9.0,04  Dec 11,2011.0
Forza Motorsport 4    Read the review,X360,Microsoft Studios,Racing,4.6,2.08,1.98,0.06,9.0,11  Oct 11,2011.0
Gran Turismo 5 Prologue    Read the review,PS3,Sony Computer Entertainment,Racing,4.2,1.28,1.83,0.57,8.4,15  Apr 08,2008.0
